partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestotte;totalt
Åfjord  Arbeiderparti;16;1630;Kommune;2011;668;39,1;9;2012;1278,00;7828,96;9106,96
Åfjord Fremskrittsparti;16;1630;Kommune;2011;144;8,4;2;2012;1278,00;1687,68;2965,68
Åfjord KrF;16;1630;Kommune;2011;173;10,1;2;2012;1278,00;2027,56;3305,56
Åfjord Senterparti;16;1630;Kommune;2011;383;22,4;5;2012;1278,00;4488,76;5766,76
ÅFJORD VENSTRE;16;1630;Kommune;2011;38;2,2;0;2012;0,00;445,36;445,36
Roan  Arbeiderparti;16;1632;Kommune;2011;81;13,5;2;2012;1278,00;949,32;2227,32
Roan Høyre;16;1632;Kommune;2011;149;24,8;4;2012;1278,00;1746,28;3024,28
Roan KrF;16;1632;Kommune;2011;40;6,7;1;2012;1278,00;468,80;1746,80
Roan Senterparti;16;1632;Kommune;2011;274;45,7;8;2012;1278,00;3211,28;4489,28
ROAN VENSTRE;16;1632;Kommune;2011;56;9,3;2;2012;1278,00;656,32;1934,32
Osen  Arbeiderparti;16;1633;Kommune;2011;150;24,4;4;2012;1278,00;1758,00;3036,00
Osen Fremskrittsparti;16;1633;Kommune;2011;48;7,8;1;2012;1278,00;562,56;1840,56
Osen Høyre;16;1633;Kommune;2011;25;4,1;0;2012;1278,00;293,00;1571,00
Osen Senterparti;16;1633;Kommune;2011;58;9,4;2;2012;1278,00;679,76;1957,76
Oppdal  Arbeiderparti;16;1634;Kommune;2011;1601;48,8;12;2012;1278,00;18763,72;20041,72
Oppdal Fremskrittsparti;16;1634;Kommune;2011;158;4,8;1;2012;1278,00;1851,76;3129,76
Oppdal Høyre;16;1634;Kommune;2011;408;12,4;3;2012;1278,00;4781,76;6059,76
Oppdal KrF;16;1634;Kommune;2011;213;6,5;2;2012;1278,00;2496,36;3774,36
Oppdal Senterparti;16;1634;Kommune;2011;580;17,7;4;2012;1278,00;6797,60;8075,60
Oppdal Sv;16;1634;Kommune;2011;88;2,7;1;2012;1278,00;1031,36;2309,36
OPPDAL VENSTRE;16;1634;Kommune;2011;233;7,1;2;2012;1278,00;2730,76;4008,76
Rennebu  Arbeiderparti;16;1635;Kommune;2011;389;29,6;6;2012;1278,00;4559,08;5837,08
Fellesliste Høyre og Venstre;16;1635;Kommune;2011;191;14,6;3;2012;1278,00;2238,52;3516,52
Rennebu KrF;16;1635;Kommune;2011;391;29,8;6;2012;1278,00;4582,52;5860,52
Rennebu Senterparti;16;1635;Kommune;2011;341;26;6;2012;1278,00;3996,52;5274,52
Meldal  Arbeiderparti;16;1636;Kommune;2011;1018;44,8;9;2012;1278,00;11930,96;13208,96
Demokratene Meldal;16;1636;Kommune;2011;12;0,5;0;2012;0,00;140,64;140,64
Meldal Fremskrittsparti;16;1636;Kommune;2011;81;3,6;1;2012;1278,00;949,32;2227,32
Meldal Høyre;16;1636;Kommune;2011;90;4;1;2012;1278,00;1054,80;2332,80
Meldal KrF;16;1636;Kommune;2011;78;3,4;1;2012;1278,00;914,16;2192,16
Meldal Senterparti;16;1636;Kommune;2011;847;37,3;7;2012;1278,00;9926,84;11204,84
MELDAL VENSTRE;16;1636;Kommune;2011;71;3,1;0;2012;0,00;832,12;832,12
Orkdal  Arbeiderparti;16;1638;Kommune;2011;1355;25,5;9;2012;1278,00;15880,60;17158,60
Demokratene;16;1638;Kommune;2011;32;0,6;0;2012;0,00;375,04;375,04
Orkdal Fremskrittsparti;16;1638;Kommune;2011;331;6,2;2;2012;1278,00;3879,32;5157,32
Orkdal Høyre;16;1638;Kommune;2011;288;5,4;2;2012;1278,00;3375,36;4653,36
Orkdal KrF;16;1638;Kommune;2011;240;4,5;2;2012;1278,00;2812,80;4090,80
Orkdal Senterparti;16;1638;Kommune;2011;830;15,6;5;2012;1278,00;9727,60;11005,60
Orkdal Sv;16;1638;Kommune;2011;197;3,7;1;2012;1278,00;2308,84;3586,84
ORKDAL VENSTRE;16;1638;Kommune;2011;470;8,8;3;2012;1278,00;5508,40;6786,40
Røros  Arbeiderparti;16;1640;Kommune;2011;1599;51,9;14;2012;1278,00;18740,28;20018,28
Røros Fremskrittsparti;16;1640;Kommune;2011;123;4;1;2012;1278,00;1441,56;2719,56
Røros Høyre;16;1640;Kommune;2011;515;16,7;4;2012;1278,00;6035,80;7313,80
Røros Senterparti;16;1640;Kommune;2011;257;8,3;2;2012;1278,00;3012,04;4290,04
Røros Sv;16;1640;Kommune;2011;286;9,3;3;2012;1278,00;3351,92;4629,92
RØROS VENSTRE;16;1640;Kommune;2011;108;3,5;1;2012;1278,00;1265,76;2543,76
Holtålen  Arbeiderparti;16;1644;Kommune;2011;462;37,1;8;2012;1278,00;5414,64;6692,64
Holtålen Høyre;16;1644;Kommune;2011;243;19,5;4;2012;1278,00;2847,96;4125,96
Holtålen Sv;16;1644;Kommune;2011;83;6,7;1;2012;1278,00;972,76;2250,76
Midtre Gauldal Ap;16;1648;Kommune;2011;1090;37,1;13;2012;1278,00;12774,80;14052,80
Midtre Gauldal Fremskrittsparti;16;1648;Kommune;2011;233;7,9;3;2012;1278,00;2730,76;4008,76
Midtre Gauldal Høyre;16;1648;Kommune;2011;289;9,8;3;2012;1278,00;3387,08;4665,08
Midtre Gauldal KrF;16;1648;Kommune;2011;147;5;2;2012;1278,00;1722,84;3000,84
Midtre Gauldal Senterparti;16;1648;Kommune;2011;454;15,4;5;2012;1278,00;5320,88;6598,88
MIDTRE GAULDAL VENSTRE;16;1648;Kommune;2011;90;3,1;1;2012;1278,00;1054,80;2332,80
Melhus  Arbeiderparti;16;1653;Kommune;2011;2750;37;14;2012;1278,00;32230,00;33508,00
Melhus Fremskrittsparti;16;1653;Kommune;2011;719;9,7;4;2012;1278,00;8426,68;9704,68
Melhus Høyre;16;1653;Kommune;2011;1769;23,8;9;2012;1278,00;20732,68;22010,68
Melhus KrF;16;1653;Kommune;2011;489;6,6;2;2012;1278,00;5731,08;7009,08
Senterpartiet i Melhus;16;1653;Kommune;2011;1226;16,5;6;2012;1278,00;14368,72;15646,72
MELHUS VENSTRE;16;1653;Kommune;2011;210;2,8;1;2012;1278,00;2461,20;3739,20
Skaun  Arbeiderparti;16;1657;Kommune;2011;838;25;6;2012;1278,00;9821,36;11099,36
Skaun Fremskrittsparti;16;1657;Kommune;2011;334;10;2;2012;1278,00;3914,48;5192,48
Skaun Høyre;16;1657;Kommune;2011;424;12,7;3;2012;1278,00;4969,28;6247,28
Skaun KrF;16;1657;Kommune;2011;197;5,9;1;2012;1278,00;2308,84;3586,84
Skaun Rødt;16;1657;Kommune;2011;40;1,2;0;2012;0,00;468,80;468,80
Skaun Senterparti;16;1657;Kommune;2011;956;28,6;6;2012;1278,00;11204,32;12482,32
Skaun Sv;16;1657;Kommune;2011;207;6,2;1;2012;1278,00;2426,04;3704,04
Klæbu  Arbeiderparti;16;1662;Kommune;2011;884;33,6;8;2012;1278,00;10360,48;11638,48
Klæbu Fremskrittsparti;16;1662;Kommune;2011;343;13;3;2012;1278,00;4019,96;5297,96
Klæbu Høyre;16;1662;Kommune;2011;520;19,8;5;2012;1278,00;6094,40;7372,40
Klæbu Senterparti;16;1662;Kommune;2011;370;14,1;3;2012;1278,00;4336,40;5614,40
Venstre;16;1662;Kommune;2011;281;10,7;2;2012;1278,00;3293,32;4571,32
Malvik  Arbeiderparti;16;1663;Kommune;2011;2730;44,2;13;2012;1278,00;31995,60;33273,60
Malvik Fremskrittsparti;16;1663;Kommune;2011;586;9,5;3;2012;1278,00;6867,92;8145,92
Malvik Høyre;16;1663;Kommune;2011;1522;24,6;8;2012;1278,00;17837,84;19115,84
Malvik KrF;16;1663;Kommune;2011;164;2,7;1;2012;1278,00;1922,08;3200,08
Malvik Senterparti;16;1663;Kommune;2011;329;5,3;2;2012;1278,00;3855,88;5133,88
Malvik Sv;16;1663;Kommune;2011;317;5,1;2;2012;1278,00;3715,24;4993,24
MALVIK VENSTRE;16;1663;Kommune;2011;398;6,4;2;2012;1278,00;4664,56;5942,56
Selbu Fremskrittsparti;16;1664;Kommune;2011;208;10,7;3;2012;1278,00;2437,76;3715,76
Selbu Høyre;16;1664;Kommune;2011;273;14;4;2012;1278,00;3199,56;4477,56
Fellesliste SP, KrF og Venstre;16;1664;Kommune;2011;503;25,8;6;2012;1278,00;5895,16;7173,16
Arbeiderpartiet og SV;16;1665;Kommune;2011;177;34,4;6;2012;1278,00;2074,44;3352,44
Liste for Venstre og Senterpartiet;16;1665;Kommune;2011;240;46,7;8;2012;1278,00;2812,80;4090,80
Nord-Trøndelag Arbeiderparti;17;1700;Fylke;2011;25161;42,9;15;2012;46570,00;684379,20;730949,20
Nord-Trøndelag AUF;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;216132,99;216132,99
Demokratene i Nord-Trøndelag;17;1700;Fylke;2011;100;0,2;0;2012;0,00;2720,00;2720,00
Nord-Trøndelag Fremskrittsparti;17;1700;Fylke;2011;4980;8,5;3;2012;46570,00;135456,00;182026,00
Nord-Trøndelag Fremskrittpartis Ungdom;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;42778,20;42778,20
Nord-Trøndelag Høyre;17;1700;Fylke;2011;7384;12,6;5;2012;46570,00;200844,80;247414,80
Nord-Trøndelag Unge Høyre;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;63428,56;63428,56
Nord-Trøndelag Kristelig Folkeparti;17;1700;Fylke;2011;2306;3,9;1;2012;46570,00;62723,20;109293,20
Nord-Trøndelag Kristelig Folkepartis Ungdom;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;19808,54;19808,54
Nord-Trøndelag Kristent Samlingsparti;17;1700;Fylke;2011;156;0;0;2012;0,00;4243,20;4243,20
Miljøpartiet De Grønne;17;1700;Fylke;2011;400;0,7;0;2012;0,00;10880,00;10880,00
Rødt Nord-Trøndelag;17;1700;Fylke;2011;418;0,7;0;2012;0,00;11369,60;11369,60
Nord-Trøndelag Rød Ungdom;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;3590,62;3590,62
Nord-Trøndelag Senterparti;17;1700;Fylke;2011;11532;19,7;7;2012;46570,00;313670,40;360240,40
Nord-Trøndelag Senterungdom;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;99059,88;99059,88
Nord-Trøndelag Sv;17;1700;Fylke;2011;3191;5,4;2;2012;46570,00;86795,20;133365,20
Nord-Trøndelag SU;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;27410,69;27410,69
NORD-TRØNDELAG VENSTRE;17;1700;Fylke;2011;2870;4,9;2;2012;46570,00;78064,00;124634,00
NORD-TRØNDELAG UV;17;1700;FylkesUngdom;2011;0;0;0;2012;0,00;24653,30;24653,30
Steinkjer  Arbeiderparti;17;1702;Kommune;2011;3935;38,3;18;2012;1278,00;46118,20;47396,20
Steinkjer Fremskrittsparti;17;1702;Kommune;2011;858;8,3;4;2012;1278,00;10055,76;11333,76
Steinkjer Høyre;17;1702;Kommune;2011;890;8,7;4;2012;1278,00;10430,80;11708,80
Steinkjer KrF;17;1702;Kommune;2011;166;1,6;1;2012;1278,00;1945,52;3223,52
Steinkjer/Egge Senterparti;17;1702;Kommune;2011;3640;35,4;16;2012;1278,00;42660,80;43938,80
Steinkjer Sv;17;1702;Kommune;2011;410;4;2;2012;1278,00;4805,20;6083,20
STEINKJER VENSTRE;17;1702;Kommune;2011;382;3,7;2;2012;1278,00;4477,04;5755,04
Namsos  Arbeiderparti;17;1703;Kommune;2011;2270;39;14;2012;1278,00;26604,40;27882,40
Namsos Fremskrittsparti;17;1703;Kommune;2011;557;9,6;3;2012;1278,00;6528,04;7806,04
Namsos Høyre;17;1703;Kommune;2011;890;15,3;6;2012;1278,00;10430,80;11708,80
Namsos KrF;17;1703;Kommune;2011;260;4,5;2;2012;1278,00;3047,20;4325,20
Namsos Senterparti;17;1703;Kommune;2011;329;5,7;2;2012;1278,00;3855,88;5133,88
Namsos Sv;17;1703;Kommune;2011;1065;18,3;7;2012;1278,00;12481,80;13759,80
NAMSOS VENSTRE;17;1703;Kommune;2011;449;7,7;3;2012;1278,00;5262,28;6540,28
Meråker  Arbeiderparti;17;1711;Kommune;2011;438;35,7;7;2012;1278,00;5133,36;6411,36
Meråker Fremskrittsparti;17;1711;Kommune;2011;51;4,2;1;2012;1278,00;597,72;1875,72
Meråker Høyre;17;1711;Kommune;2011;118;9,6;2;2012;1278,00;1382,96;2660,96
Meråker Senterparti;17;1711;Kommune;2011;158;12,9;3;2012;1278,00;1851,76;3129,76
Meråker Sv;17;1711;Kommune;2011;75;6,1;1;2012;1278,00;879,00;2157,00
MERÅKER VENSTRE;17;1711;Kommune;2011;210;17,1;4;2012;1278,00;2461,20;3739,20
Stjørdal  Arbeiderparti;17;1714;Kommune;2011;4551;43,5;18;2012;1278,00;53337,72;54615,72
Stjørdal Fremskrittsparti;17;1714;Kommune;2011;853;8,1;3;2012;1278,00;9997,16;11275,16
Stjørdal Høyre;17;1714;Kommune;2011;1655;15,8;7;2012;1278,00;19396,60;20674,60
Stjørdal KrF;17;1714;Kommune;2011;410;3,9;2;2012;1278,00;4805,20;6083,20
Rødt Stjørdal;17;1714;Kommune;2011;77;0,7;0;2012;0,00;902,44;902,44
Stjørdal Senterparti;17;1714;Kommune;2011;1849;17,7;7;2012;1278,00;21670,28;22948,28
Stjørdal Sv;17;1714;Kommune;2011;439;4,2;2;2012;1278,00;5145,08;6423,08
STJØRDAL VENSTRE;17;1714;Kommune;2011;475;4,5;2;2012;1278,00;5567,00;6845,00
Frosta Høyre;17;1717;Kommune;2011;421;32,5;6;2012;1278,00;4934,12;6212,12
Frosta KrF;17;1717;Kommune;2011;79;6,1;1;2012;1278,00;925,88;2203,88
Frosta Sv;17;1717;Kommune;2011;109;8,4;1;2012;1278,00;1277,48;2555,48
FROSTA VENSTRE;17;1717;Kommune;2011;139;10,7;2;2012;1278,00;1629,08;2907,08
Leksvik  Arbeiderparti;17;1718;Kommune;2011;523;30,2;7;2012;1278,00;6129,56;7407,56
Leksvik Fremskrittsparti;17;1718;Kommune;2011;221;12,8;3;2012;1278,00;2590,12;3868,12
Leksvik Høyre;17;1718;Kommune;2011;341;19,7;5;2012;1278,00;3996,52;5274,52
Leksvik og Stranda KrF;17;1718;Kommune;2011;110;6,4;2;2012;1278,00;1289,20;2567,20
Leksvik Senterparti;17;1718;Kommune;2011;395;22,8;6;2012;1278,00;4629,40;5907,40
Leksvik Sv;17;1718;Kommune;2011;58;3,3;1;2012;1278,00;679,76;1957,76
Levanger  Arbeiderparti;17;1719;Kommune;2011;3978;44,8;16;2012;1278,00;46622,16;47900,16
Demokratene Levanger;17;1719;Kommune;2011;15;0,2;0;2012;0,00;175,80;175,80
Levanger Fremskrittsparti;17;1719;Kommune;2011;646;7,3;3;2012;1278,00;7571,12;8849,12
Levanger Høyre;17;1719;Kommune;2011;1269;14,3;5;2012;1278,00;14872,68;16150,68
Levanger KrF;17;1719;Kommune;2011;608;6,8;2;2012;1278,00;7125,76;8403,76
Miljøpartiet De Grønne Levanger;17;1719;Kommune;2011;62;0,7;0;2012;0,00;726,64;726,64
Levanger Senterparti, samstyret;17;1719;Kommune;2011;1161;13,1;5;2012;1278,00;13606,92;14884,92
Levanger Sv;17;1719;Kommune;2011;563;6,3;2;2012;1278,00;6598,36;7876,36
LEVANGER VENSTRE;17;1719;Kommune;2011;574;6,5;2;2012;1278,00;6727,28;8005,28
Verdal  Arbeiderparti;17;1721;Kommune;2011;3072;47,2;17;2012;1278,00;36003,84;37281,84
Verdal Fremskrittsparti;17;1721;Kommune;2011;618;9,5;3;2012;1278,00;7242,96;8520,96
Verdal Høyre;17;1721;Kommune;2011;753;11,6;4;2012;1278,00;8825,16;10103,16
Verdal KrF;17;1721;Kommune;2011;164;2,5;1;2012;1278,00;1922,08;3200,08
Verdal Rødt;17;1721;Kommune;2011;82;1,3;0;2012;0,00;961,04;961,04
Verdal Senterparti;17;1721;Kommune;2011;1204;18,5;7;2012;1278,00;14110,88;15388,88
Verdal Sv;17;1721;Kommune;2011;273;4,2;1;2012;1278,00;3199,56;4477,56
VERDAL VENSTRE;17;1721;Kommune;2011;349;5,4;2;2012;1278,00;4090,28;5368,28
Verran  Arbeiderparti;17;1724;Kommune;2011;439;35,7;7;2012;1278,00;5145,08;6423,08
Verran Fremskrittsparti;17;1724;Kommune;2011;87;7,1;1;2012;1278,00;1019,64;2297,64
Verran KrF;17;1724;Kommune;2011;28;2,3;0;2012;0,00;328,16;328,16
Verran Senterparti;17;1724;Kommune;2011;359;29,2;6;2012;1278,00;4207,48;5485,48
VERRAN VENSTRE;17;1724;Kommune;2011;274;22,3;5;2012;1278,00;3211,28;4489,28
Namdalseid Høyre;17;1725;Kommune;2011;50;5,6;1;2012;1278,00;586,00;1864,00
Namdalseid KrF;17;1725;Kommune;2011;42;4,7;1;2012;1278,00;492,24;1770,24
Namdalseid Senterparti;17;1725;Kommune;2011;482;53,7;10;2012;1278,00;5649,04;6927,04
NAMDALSEID VENSTRE;17;1725;Kommune;2011;63;7;1;2012;1278,00;738,36;2016,36
Snåsa Arbeiderparti;17;1736;Kommune;2011;478;39,5;8;2012;1278,00;5602,16;6880,16
Snåsa Fremskrittsparti;17;1736;Kommune;2011;34;2,8;0;2012;0,00;398,48;398,48
Snåsa Høyre;17;1736;Kommune;2011;63;5,2;1;2012;1278,00;738,36;2016,36
Snåsa Sv;17;1736;Kommune;2011;57;4,7;1;2012;1278,00;668,04;1946,04
SNÅSA VENSTRE;17;1736;Kommune;2011;155;12,8;3;2012;1278,00;1816,60;3094,60
Lierne  Arbeiderparti;17;1738;Kommune;2011;378;56,3;8;2012;1278,00;4430,16;5708,16
Lierne KrF;17;1738;Kommune;2011;30;4,5;1;2012;1278,00;351,60;1629,60
Lierne Senterparti;17;1738;Kommune;2011;156;23,2;4;2012;1278,00;1828,32;3106,32
LIERNE VENSTRE;17;1738;Kommune;2011;29;4,3;0;2012;1278,00;339,88;1617,88
Røyrvik  Arbeiderparti;17;1739;Kommune;2011;174;54;7;2012;1278,00;2039,28;3317,28
Namsskogan  Arbeiderparti;17;1740;Kommune;2011;198;37,8;5;2012;1278,00;2320,56;3598,56
Namsskogan Sv;17;1740;Kommune;2011;105;20;3;2012;1278,00;1230,60;2508,60
Grong  Arbeiderparti;17;1742;Kommune;2011;503;38,6;7;2012;1278,00;5895,16;7173,16
Grong Høyre;17;1742;Kommune;2011;112;8,6;2;2012;1278,00;1312,64;2590,64
Grong Senterparti;17;1742;Kommune;2011;531;40,8;7;2012;1278,00;6223,32;7501,32
Grong Sv;17;1742;Kommune;2011;105;8,1;1;2012;1278,00;1230,60;2508,60
GRONG VENSTRE;17;1742;Kommune;2011;52;4;0;2012;1278,00;609,44;1887,44
Høylandet  Arbeiderparti;17;1743;Kommune;2011;243;33,5;6;2012;1278,00;2847,96;4125,96
Høylandet Senterparti;17;1743;Kommune;2011;368;50,8;10;2012;1278,00;4312,96;5590,96
HØYLANDET VENSTRE;17;1743;Kommune;2011;33;4,6;1;2012;1278,00;386,76;1664,76
Overhalla  Arbeiderparti;17;1744;Kommune;2011;722;37,4;8;2012;1278,00;8461,84;9739,84
Overhalla FrP;17;1744;Kommune;2011;234;12,1;3;2012;1278,00;2742,48;4020,48
Overhalla Høyre;17;1744;Kommune;2011;96;5;1;2012;1278,00;1125,12;2403,12
Overhalla Senterparti;17;1744;Kommune;2011;748;38,7;8;2012;1278,00;8766,56;10044,56
Overhalla Sv;17;1744;Kommune;2011;68;3,5;1;2012;1278,00;796,96;2074,96
OVERHALLA VENSTRE;17;1744;Kommune;2011;63;3,3;0;2012;0,00;738,36;738,36
Fellesliste for Senterpartiet og Kristelig Folkeparti;17;1748;Kommune;2011;206;63,2;10;2012;1278,00;2414,32;3692,32
Flatanger Fremskrittsparti;17;1749;Kommune;2011;91;14,7;2;2012;1278,00;1066,52;2344,52
Flatanger Høyre;17;1749;Kommune;2011;65;10,5;2;2012;1278,00;761,80;2039,80
Flatanger KrF;17;1749;Kommune;2011;22;3,6;0;2012;0,00;257,84;257,84
Flatanger Senterparti;17;1749;Kommune;2011;109;17,6;3;2012;1278,00;1277,48;2555,48
Flatanger Sv;17;1749;Kommune;2011;50;8,1;1;2012;1278,00;586,00;1864,00
FLATANGER VENSTRE;17;1749;Kommune;2011;191;30,9;5;2012;1278,00;2238,52;3516,52
Vikna  Arbeiderparti;17;1750;Kommune;2011;476;24,4;6;2012;1278,00;5578,72;6856,72
Vikna Fremskrittsparti;17;1750;Kommune;2011;360;18,4;4;2012;1278,00;4219,20;5497,20
Vikna Høyre;17;1750;Kommune;2011;329;16,8;4;2012;1278,00;3855,88;5133,88
Vikna KrF;17;1750;Kommune;2011;159;8,1;2;2012;1278,00;1863,48;3141,48
Vikna Senterparti;17;1750;Kommune;2011;280;14,3;3;2012;1278,00;3281,60;4559,60
Vikna Sv;17;1750;Kommune;2011;59;3;1;2012;1278,00;691,48;1969,48
VIKNA VENSTRE;17;1750;Kommune;2011;290;14,8;3;2012;1278,00;3398,80;4676,80
Nærøy  Arbeiderparti;17;1751;Kommune;2011;588;26,4;7;2012;1278,00;6891,36;8169,36
Nærøy Fremskrittsparti;17;1751;Kommune;2011;241;10,8;3;2012;1278,00;2824,52;4102,52
Nærøy Høyre;17;1751;Kommune;2011;188;8,4;2;2012;1278,00;2203,36;3481,36
Nærøy KrF;17;1751;Kommune;2011;111;5;1;2012;1278,00;1300,92;2578,92
Senterpartilaga i Nærøy;17;1751;Kommune;2011;779;34,9;10;2012;1278,00;9129,88;10407,88
Nærøy Sv;17;1751;Kommune;2011;199;8,9;2;2012;1278,00;2332,28;3610,28
NÆRØY VENSTRE;17;1751;Kommune;2011;125;5,6;2;2012;1278,00;1465,00;2743,00
Leka Senterparti;17;1755;Kommune;2011;208;56,2;9;2012;1278,00;2437,76;3715,76
Leka Sv;17;1755;Kommune;2011;30;8,1;1;2012;1278,00;351,60;1629,60
Inderøy Arbeidarparti;17;1756;Kommune;2011;1158;33,2;10;2012;1278,00;13571,76;14849,76
Inderøy Fremskrittsparti;17;1756;Kommune;2011;136;3,9;1;2012;1278,00;1593,92;2871,92
Inderøy Høgre;17;1756;Kommune;2011;371;10,6;3;2012;1278,00;4348,12;5626,12
Inderøy Kristeleg Folkeparti;17;1756;Kommune;2011;149;4,3;1;2012;1278,00;1746,28;3024,28
Inderøy Senterparti;17;1756;Kommune;2011;1388;39,8;13;2012;1278,00;16267,36;17545,36
Inderøy Sosialistisk Venstreparti;17;1756;Kommune;2011;199;5,7;2;2012;1278,00;2332,28;3610,28
Nordland Arbeiderparti;18;1800;Fylke;2011;36341;35,6;20;2012;46570,00;988475,20;1035045,20
Nordland AUF;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;312169,19;312169,19
Nordland Fremskrittsparti;18;1800;Fylke;2011;15542;15,2;8;2012;46570,00;422742,40;469312,40
Nordland Fremskrittpartis Ungdom;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;133505,78;133505,78
Nordland Høyre;18;1800;Fylke;2011;21731;21,3;12;2012;46570,00;591083,20;637653,20
Nordland Unge Høyre;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;186669,29;186669,29
Nordland Kristelig Folkeparti;18;1800;Fylke;2011;3690;3,6;2;2012;46570,00;100368,00;146938,00
Nordland Kristelig Folkepartis Ungdom;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;31697,10;31697,10
Kystpartiet i Nordland;18;1800;Fylke;2011;1196;1,2;0;2012;0,00;32531,20;32531,20
Kystpartiet Ungdom i Nordland;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;10273,64;10273,64
MILJØPARTIET DE GRØNNE;18;1800;Fylke;2011;1005;1;0;2012;0,00;27336,00;27336,00
Norges Kommunistiske Parti;18;1800;Fylke;2011;151;0;0;2012;0,00;4107,20;4107,20
Nordland Pensjonistparti;18;1800;Fylke;2011;670;0,7;0;2012;0,00;18224,00;18224,00
Nordland Rødt;18;1800;Fylke;2011;3730;3,7;2;2012;46570,00;101456,00;148026,00
Nordland Rød Ungdom;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;32040,70;32040,70
Nordland Senterparti;18;1800;Fylke;2011;8005;7,8;4;2012;46570,00;217736,00;264306,00
Nordland Senterungdom;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;68762,95;68762,95
Nordland SV;18;1800;Fylke;2011;5338;5,2;3;2012;46570,00;145193,60;191763,60
NORDLAND UNGE VENSTRE;18;1800;FylkesUngdom;2011;0;0;0;2012;0,00;35107,33;35107,33
Bodø Arbeiderparti;18;1804;Kommune;2011;8066;33,9;13;2012;1278,00;94533,52;95811,52
Bodø Fremskrittsparti;18;1804;Kommune;2011;5277;22,2;9;2012;1278,00;61846,44;63124,44
Bodø Høyre;18;1804;Kommune;2011;5529;23,2;9;2012;1278,00;64799,88;66077,88
Bodø KrF;18;1804;Kommune;2011;766;3,2;1;2012;1278,00;8977,52;10255,52
Bodø Rødt;18;1804;Kommune;2011;1524;6,4;3;2012;1278,00;17861,28;19139,28
Bodø Senterparti;18;1804;Kommune;2011;681;2,9;1;2012;1278,00;7981,32;9259,32
Bodø Sv;18;1804;Kommune;2011;955;4;2;2012;1278,00;11192,60;12470,60
BODØ VENSTRE;18;1804;Kommune;2011;768;3,2;1;2012;1278,00;9000,96;10278,96
Narvik Arbeiderparti;18;1805;Kommune;2011;3146;35,4;15;2012;1278,00;36871,12;38149,12
Narvik Fremskrittsparti;18;1805;Kommune;2011;1878;21,1;9;2012;1278,00;22010,16;23288,16
Narvik Høyre;18;1805;Kommune;2011;2138;24,1;10;2012;1278,00;25057,36;26335,36
Narvik KrF;18;1805;Kommune;2011;264;3;1;2012;1278,00;3094,08;4372,08
Rødt Narvik;18;1805;Kommune;2011;497;5,6;2;2012;1278,00;5824,84;7102,84
NARVIK VENSTRE;18;1805;Kommune;2011;348;3,9;2;2012;1278,00;4078,56;5356,56
Liste for Høyre og Venstre;18;1811;Kommune;2011;423;45,4;8;2012;1278,00;4957,56;6235,56
Liste Sp/SV;18;1811;Kommune;2011;93;10;2;2012;1278,00;1089,96;2367,96
Sømna Arbeiderparti;18;1812;Kommune;2011;191;17,6;3;2012;1278,00;2238,52;3516,52
Sømna Fremskrittsparti;18;1812;Kommune;2011;62;5,7;1;2012;1278,00;726,64;2004,64
Sømna KrF;18;1812;Kommune;2011;57;5,3;1;2012;1278,00;668,04;1946,04
Sømna Senterparti;18;1812;Kommune;2011;405;37,3;6;2012;1278,00;4746,60;6024,60
Brønnøy Fremskrittsparti;18;1813;Kommune;2011;149;4,1;1;2012;1278,00;1746,28;3024,28
Brønnøy Høyre;18;1813;Kommune;2011;1188;32,5;9;2012;1278,00;13923,36;15201,36
Brønnøy KrF;18;1813;Kommune;2011;70;1,9;0;2012;0,00;820,40;820,40
Brønnøy Senterparti;18;1813;Kommune;2011;667;18,2;5;2012;1278,00;7817,24;9095,24
BRØNNØY VENSTRE;18;1813;Kommune;2011;168;4,6;1;2012;1278,00;1968,96;3246,96
Vega  Arbeiderparti;18;1815;Kommune;2011;365;51,2;8;2012;1278,00;4277,80;5555,80
Vega Fremskrittsparti;18;1815;Kommune;2011;37;5,2;1;2012;1278,00;433,64;1711,64
Vega Senterparti;18;1815;Kommune;2011;155;21,7;3;2012;1278,00;1816,60;3094,60
Vega Sv;18;1815;Kommune;2011;47;6,6;1;2012;1278,00;550,84;1828,84
Herøy  Arbeiderparti;18;1818;Kommune;2011;428;54,5;11;2012;1278,00;5016,16;6294,16
Herøy Fremskrittsparti;18;1818;Kommune;2011;138;17,6;3;2012;1278,00;1617,36;2895,36
