partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Rødt Trondheim ;16;1601;Kommune;2011;2660;3;2;2013;1 320,00;32 186,00;33 506,00
Trondheim Senterparti;16;1601;Kommune;2011;1861;2,1;1;2013;1 320,00;22 518,10;23 838,10
Trondheim Sv;16;1601;Kommune;2011;5129;5,7;4;2013;1 320,00;62 060,90;63 380,90
TRONDHEIM VENSTRE;16;1601;Kommune;2011;5189;5,8;4;2013;1 320,00;62 786,90;64 106,90
Hemne  Arbeiderparti;16;1612;Kommune;2011;1037;50,8;12;2013;1 320,00;12 547,70;13 867,70
Hemne Fremskrittsparti;16;1612;Kommune;2011;183;9;2;2013;1 320,00;2 214,30;3 534,30
Hemne Høyre;16;1612;Kommune;2011;193;9,5;2;2013;1 320,00;2 335,30;3 655,30
Hemne KrF;16;1612;Kommune;2011;106;5,2;1;2013;1 320,00;1 282,60;2 602,60
Hemne Senterparti;16;1612;Kommune;2011;321;15,7;4;2013;1 320,00;3 884,10;5 204,10
Snillfjord  Arbeiderparti;16;1613;Kommune;2011;154;28,1;5;2013;1 320,00;1 863,40;3 183,40
Snillfjord Høyre;16;1613;Kommune;2011;192;35;6;2013;1 320,00;2 323,20;3 643,20
Snillfjord KrF;16;1613;Kommune;2011;50;9,1;1;2013;1 320,00;605,00;1 925,00
Snillfjord Senterparti;16;1613;Kommune;2011;152;27,7;5;2013;1 320,00;1 839,20;3 159,20
Hitra  Arbeiderparti;16;1617;Kommune;2011;763;39,7;9;2013;1 320,00;9 232,30;10 552,30
Hitra Fremskrittsparti;16;1617;Kommune;2011;205;10,7;3;2013;1 320,00;2 480,50;3 800,50
Hitra Høyre;16;1617;Kommune;2011;261;13,6;3;2013;1 320,00;3 158,10;4 478,10
Hitra KrF;16;1617;Kommune;2011;58;3;1;2013;1 320,00;701,80;2 021,80
Hitra Pensjonistparti;16;1617;Kommune;2011;338;17,6;4;2013;1 320,00;4 089,80;5 409,80
Hitra Senterparti;16;1617;Kommune;2011;90;4,7;1;2013;1 320,00;1 089,00;2 409,00
HITRA VENSTRE;16;1617;Kommune;2011;70;3,6;1;2013;1 320,00;847,00;2 167,00
Frøya  Arbeiderparti;16;1620;Kommune;2011;792;40,5;10;2013;1 320,00;9 583,20;10 903,20
Frøya Fremskrittsparti;16;1620;Kommune;2011;417;21,3;5;2013;1 320,00;5 045,70;6 365,70
Frøya Høyre;16;1620;Kommune;2011;164;8,4;2;2013;1 320,00;1 984,40;3 304,40
Frøya Senterparti;16;1620;Kommune;2011;75;3,8;1;2013;1 320,00;907,50;2 227,50
FRØYA VENSTRE;16;1620;Kommune;2011;351;18;4;2013;1 320,00;4 247,10;5 567,10
Ørland  Arbeiderparti;16;1621;Kommune;2011;408;15,9;4;2013;1 320,00;4 936,80;6 256,80
Ørland Fremskrittsparti;16;1621;Kommune;2011;239;9,3;2;2013;1 320,00;2 891,90;4 211,90
Ørland Høyre;16;1621;Kommune;2011;783;30,5;8;2013;1 320,00;9 474,30;10 794,30
Ørland Senterparti;16;1621;Kommune;2011;871;34;8;2013;1 320,00;10 539,10;11 859,10
ØRLAND VENSTRE;16;1621;Kommune;2011;191;7,4;2;2013;1 320,00;2 311,10;3 631,10
Agdenes  Arbeiderparti;16;1622;Kommune;2011;172;18,1;3;2013;1 320,00;2 081,20;3 401,20
Agdenes Høyre;16;1622;Kommune;2011;114;12;2;2013;1 320,00;1 379,40;2 699,40
Agdenes KrF;16;1622;Kommune;2011;45;4,7;1;2013;1 320,00;544,50;1 864,50
Agdenes Senterparti;16;1622;Kommune;2011;121;12,7;2;2013;1 320,00;1 464,10;2 784,10
Rissa  Arbeiderparti;16;1624;Kommune;2011;745;22,5;5;2013;1 320,00;9 014,50;10 334,50
Demokratene;16;1624;Kommune;2011;79;2,4;0;2013;0,00;955,90;955,90
Rissa Fremskrittsparti;16;1624;Kommune;2011;278;8,4;2;2013;1 320,00;3 363,80;4 683,80
Rissa Høyre;16;1624;Kommune;2011;1083;32,7;8;2013;1 320,00;13 104,30;14 424,30
Rissa KrF;16;1624;Kommune;2011;150;4,5;1;2013;1 320,00;1 815,00;3 135,00
Rissa Pensjonistparti;16;1624;Kommune;2011;173;5,2;1;2013;1 320,00;2 093,30;3 413,30
Rissa Senterparti;16;1624;Kommune;2011;518;15,6;4;2013;1 320,00;6 267,80;7 587,80
RISSA VENSTRE;16;1624;Kommune;2011;182;5,5;1;2013;1 320,00;2 202,20;3 522,20
Bjugn  Arbeiderparti;16;1627;Kommune;2011;822;39,7;12;2013;1 320,00;9 946,20;11 266,20
Bjugn Fremskrittsparti;16;1627;Kommune;2011;245;11,8;3;2013;1 320,00;2 964,50;4 284,50
Bjugn Høyre;16;1627;Kommune;2011;246;11,9;3;2013;1 320,00;2 976,60;4 296,60
Bjugn KrF;16;1627;Kommune;2011;175;8,5;3;2013;1 320,00;2 117,50;3 437,50
Bjugn Senterparti;16;1627;Kommune;2011;294;14,2;4;2013;1 320,00;3 557,40;4 877,40
BJUGN VENSTRE;16;1627;Kommune;2011;135;6,5;2;2013;1 320,00;1 633,50;2 953,50
Åfjord  Arbeiderparti;16;1630;Kommune;2011;668;39,1;9;2013;1 320,00;8 082,80;9 402,80
Åfjord Fremskrittsparti;16;1630;Kommune;2011;144;8,4;2;2013;1 320,00;1 742,40;3 062,40
Åfjord Høyre;16;1630;Kommune;2011;274;16;3;2013;1 320,00;3 315,40;4 635,40
Åfjord KrF;16;1630;Kommune;2011;173;10,1;2;2013;1 320,00;2 093,30;3 413,30
Åfjord Senterparti;16;1630;Kommune;2011;383;22,4;5;2013;1 320,00;4 634,30;5 954,30
ÅFJORD VENSTRE;16;1630;Kommune;2011;38;2,2;0;2013;0,00;459,80;459,80
Roan  Arbeiderparti;16;1632;Kommune;2011;81;13,5;2;2013;1 320,00;980,10;2 300,10
Roan Høyre;16;1632;Kommune;2011;149;24,8;4;2013;1 320,00;1 802,90;3 122,90
Roan KrF;16;1632;Kommune;2011;40;6,7;1;2013;1 320,00;484,00;1 804,00
Roan Senterparti;16;1632;Kommune;2011;274;45,7;8;2013;1 320,00;3 315,40;4 635,40
ROAN VENSTRE;16;1632;Kommune;2011;56;9,3;2;2013;1 320,00;677,60;1 997,60
Osen  Arbeiderparti;16;1633;Kommune;2011;150;24,4;4;2013;1 320,00;1 815,00;3 135,00
Osen Fremskrittsparti;16;1633;Kommune;2011;48;7,8;1;2013;1 320,00;580,80;1 900,80
Osen Høyre;16;1633;Kommune;2011;25;4,1;0;2013;1 320,00;302,50;1 622,50
Osen Senterparti;16;1633;Kommune;2011;58;9,4;2;2013;1 320,00;701,80;2 021,80
Oppdal  Arbeiderparti;16;1634;Kommune;2011;1601;48,8;12;2013;1 320,00;19 372,10;20 692,10
Oppdal Fremskrittsparti;16;1634;Kommune;2011;158;4,8;1;2013;1 320,00;1 911,80;3 231,80
Oppdal Høyre;16;1634;Kommune;2011;408;12,4;3;2013;1 320,00;4 936,80;6 256,80
Oppdal KrF;16;1634;Kommune;2011;213;6,5;2;2013;1 320,00;2 577,30;3 897,30
Oppdal Senterparti;16;1634;Kommune;2011;580;17,7;4;2013;1 320,00;7 018,00;8 338,00
Oppdal Sv;16;1634;Kommune;2011;88;2,7;1;2013;1 320,00;1 064,80;2 384,80
OPPDAL VENSTRE;16;1634;Kommune;2011;233;7,1;2;2013;1 320,00;2 819,30;4 139,30
Rennebu  Arbeiderparti;16;1635;Kommune;2011;389;29,6;6;2013;1 320,00;4 706,90;6 026,90
Fellesliste Høyre og Venstre;16;1635;Kommune;2011;191;14,6;3;2013;1 320,00;2 311,10;3 631,10
Rennebu KrF;16;1635;Kommune;2011;391;29,8;6;2013;1 320,00;4 731,10;6 051,10
Rennebu Senterparti;16;1635;Kommune;2011;341;26;6;2013;1 320,00;4 126,10;5 446,10
Meldal  Arbeiderparti;16;1636;Kommune;2011;1018;44,8;9;2013;1 320,00;12 317,80;13 637,80
Demokratene Meldal;16;1636;Kommune;2011;12;0,5;0;2013;0,00;145,20;145,20
Meldal Fremskrittsparti;16;1636;Kommune;2011;81;3,6;1;2013;1 320,00;980,10;2 300,10
Meldal Høyre;16;1636;Kommune;2011;90;4;1;2013;1 320,00;1 089,00;2 409,00
Meldal KrF;16;1636;Kommune;2011;78;3,4;1;2013;1 320,00;943,80;2 263,80
Meldal Senterparti;16;1636;Kommune;2011;847;37,3;7;2013;1 320,00;10 248,70;11 568,70
Orkdal  Arbeiderparti;16;1638;Kommune;2011;1355;25,5;9;2013;1 320,00;16 395,50;17 715,50
Demokratene;16;1638;Kommune;2011;32;0,6;0;2013;0,00;387,20;387,20
Orkdal Fremskrittsparti;16;1638;Kommune;2011;331;6,2;2;2013;1 320,00;4 005,10;5 325,10
Orkdal Høyre;16;1638;Kommune;2011;288;5,4;2;2013;1 320,00;3 484,80;4 804,80
Orkdal KrF;16;1638;Kommune;2011;240;4,5;2;2013;1 320,00;2 904,00;4 224,00
Orkdal Senterparti;16;1638;Kommune;2011;830;15,6;5;2013;1 320,00;10 043,00;11 363,00
Orkdal Sv;16;1638;Kommune;2011;197;3,7;1;2013;1 320,00;2 383,70;3 703,70
ORKDAL VENSTRE;16;1638;Kommune;2011;470;8,8;3;2013;1 320,00;5 687,00;7 007,00
Røros  Arbeiderparti;16;1640;Kommune;2011;1599;51,9;14;2013;1 320,00;19 347,90;20 667,90
Røros Fremskrittsparti;16;1640;Kommune;2011;123;4;1;2013;1 320,00;1 488,30;2 808,30
Røros Høyre;16;1640;Kommune;2011;515;16,7;4;2013;1 320,00;6 231,50;7 551,50
Røros Senterparti;16;1640;Kommune;2011;257;8,3;2;2013;1 320,00;3 109,70;4 429,70
Røros Sv;16;1640;Kommune;2011;286;9,3;3;2013;1 320,00;3 460,60;4 780,60
RØROS VENSTRE;16;1640;Kommune;2011;108;3,5;1;2013;1 320,00;1 306,80;2 626,80
Holtålen  Arbeiderparti;16;1644;Kommune;2011;462;37,1;8;2013;1 320,00;5 590,20;6 910,20
Holtålen Høyre;16;1644;Kommune;2011;243;19,5;4;2013;1 320,00;2 940,30;4 260,30
Holtålen Sv;16;1644;Kommune;2011;83;6,7;1;2013;1 320,00;1 004,30;2 324,30
Midtre Gauldal Ap;16;1648;Kommune;2011;1090;37,1;13;2013;1 320,00;13 189,00;14 509,00
Midtre Gauldal Fremskrittsparti;16;1648;Kommune;2011;233;7,9;3;2013;1 320,00;2 819,30;4 139,30
Midtre Gauldal Høyre;16;1648;Kommune;2011;289;9,8;3;2013;1 320,00;3 496,90;4 816,90
Midtre Gauldal KrF;16;1648;Kommune;2011;147;5;2;2013;1 320,00;1 778,70;3 098,70
Midtre Gauldal Senterparti;16;1648;Kommune;2011;454;15,4;5;2013;1 320,00;5 493,40;6 813,40
MIDTRE GAULDAL VENSTRE;16;1648;Kommune;2011;90;3,1;1;2013;1 320,00;1 089,00;2 409,00
Melhus  Arbeiderparti;16;1653;Kommune;2011;2750;37;14;2013;1 320,00;33 275,00;34 595,00
Melhus Fremskrittsparti;16;1653;Kommune;2011;719;9,7;4;2013;1 320,00;8 699,90;10 019,90
Melhus Høyre;16;1653;Kommune;2011;1769;23,8;9;2013;1 320,00;21 404,90;22 724,90
Melhus KrF;16;1653;Kommune;2011;489;6,6;2;2013;1 320,00;5 916,90;7 236,90
Senterpartiet i Melhus;16;1653;Kommune;2011;1226;16,5;6;2013;1 320,00;14 834,60;16 154,60
MELHUS VENSTRE;16;1653;Kommune;2011;210;2,8;1;2013;1 320,00;2 541,00;3 861,00
Skaun  Arbeiderparti;16;1657;Kommune;2011;838;25;6;2013;1 320,00;10 139,80;11 459,80
Skaun Fremskrittsparti;16;1657;Kommune;2011;334;10;2;2013;1 320,00;4 041,40;5 361,40
Skaun Høyre;16;1657;Kommune;2011;424;12,7;3;2013;1 320,00;5 130,40;6 450,40
Skaun KrF;16;1657;Kommune;2011;197;5,9;1;2013;1 320,00;2 383,70;3 703,70
Skaun Senterparti;16;1657;Kommune;2011;956;28,6;6;2013;1 320,00;11 567,60;12 887,60
Skaun Sv;16;1657;Kommune;2011;207;6,2;1;2013;1 320,00;2 504,70;3 824,70
Klæbu  Arbeiderparti;16;1662;Kommune;2011;884;33,6;8;2013;1 320,00;10 696,40;12 016,40
Klæbu Fremskrittsparti;16;1662;Kommune;2011;343;13;3;2013;1 320,00;4 150,30;5 470,30
Klæbu Høyre;16;1662;Kommune;2011;520;19,8;5;2013;1 320,00;6 292,00;7 612,00
Klæbu Senterparti;16;1662;Kommune;2011;370;14,1;3;2013;1 320,00;4 477,00;5 797,00
Venstre;16;1662;Kommune;2011;281;10,7;2;2013;1 320,00;3 400,10;4 720,10
Malvik  Arbeiderparti;16;1663;Kommune;2011;2730;44,2;13;2013;1 320,00;33 033,00;34 353,00
Malvik Fremskrittsparti;16;1663;Kommune;2011;586;9,5;3;2013;1 320,00;7 090,60;8 410,60
Malvik Høyre;16;1663;Kommune;2011;1522;24,6;8;2013;1 320,00;18 416,20;19 736,20
Malvik KrF;16;1663;Kommune;2011;164;2,7;1;2013;1 320,00;1 984,40;3 304,40
Malvik Senterparti;16;1663;Kommune;2011;329;5,3;2;2013;1 320,00;3 980,90;5 300,90
Malvik Sv;16;1663;Kommune;2011;317;5,1;2;2013;1 320,00;3 835,70;5 155,70
MALVIK VENSTRE;16;1663;Kommune;2011;398;6,4;2;2013;1 320,00;4 815,80;6 135,80
Fellesliste Arbeiderpartiet / SV;16;1664;Kommune;2011;963;49,5;12;2013;1 320,00;11 652,30;12 972,30
Selbu Fremskrittsparti;16;1664;Kommune;2011;208;10,7;3;2013;1 320,00;2 516,80;3 836,80
Selbu Høyre;16;1664;Kommune;2011;273;14;4;2013;1 320,00;3 303,30;4 623,30
Fellesliste SP, KrF og Venstre;16;1664;Kommune;2011;503;25,8;6;2013;1 320,00;6 086,30;7 406,30
Arbeiderpartiet og SV;16;1665;Kommune;2011;177;34,4;6;2013;1 320,00;2 141,70;3 461,70
Liste for Venstre og Senterpartiet;16;1665;Kommune;2011;240;46,7;8;2013;1 320,00;2 904,00;4 224,00
Nord-Trøndelag Arbeiderparti;17;1700;Fylke;2011;25161;42,9;15;2013;48 107,00;707 024,10;755 131,10
Demokratene i Nord-Trøndelag;17;1700;Fylke;2011;100;0,2;0;2013;0,00;2 810,00;2 810,00
Nord-Trøndelag Fremskrittpartis Ungdom;17;1700;FylkesUngdom;2011;0;0;0;2013;0,00;44 222,40;44 222,40
Nord-Trøndelag Fremskrittsparti;17;1700;Fylke;2011;4980;8,5;3;2013;48 107,00;139 938,00;188 045,00
Nord-Trøndelag Høyre;17;1700;Fylke;2011;7384;12,6;5;2013;48 107,00;207 490,40;255 597,40
Nord-Trøndelag Unge Høyre;17;1700;FylkesUngdom;2011;0;0;0;2013;0,00;65 569,92;65 569,92
Nord-Trøndelag Kristelig Folkepartis Ungdom;17;1700;FylkesUngdom;2011;0;0;0;2013;0,00;20 477,28;20 477,28
Nord-Trøndelag Kristelig Folkeparti;17;1700;Fylke;2011;2306;3,9;1;2013;48 107,00;64 798,60;112 905,60
Nord-Trøndelag Kristent Samlingsparti;17;1700;Fylke;2011;156;0;0;2013;0,00;4 383,60;4 383,60
Kystpartiet;17;1700;Fylke;2011;134;0,2;0;2013;0,00;3 765,40;3 765,40
Miljøpartiet De Grønne;17;1700;Fylke;2011;400;0,7;0;2013;0,00;11 240,00;11 240,00
Rødt Nord-Trøndelag;17;1700;Fylke;2011;418;0,7;0;2013;0,00;11 745,80;11 745,80
Nord-Trøndelag Rød Ungdom;17;1700;FylkesUngdom;2011;0;0;0;2013;0,00;3 711,84;3 711,84
Nord-Trøndelag Senterungdom;17;1700;FylkesUngdom;2011;0;0;0;2013;0,00;102 404,16;102 404,16
Nord-Trøndelag Senterparti;17;1700;Fylke;2011;11532;19,7;7;2013;48 107,00;324 049,20;372 156,20
Nord-Trøndelag Sv;17;1700;Fylke;2011;3191;5,4;2;2013;48 107,00;89 667,10;137 774,10
Nord-Trøndelag SU;17;1700;FylkesUngdom;2011;0;0;0;2013;0,00;28 336,08;28 336,08
NORD-TRØNDELAG UV;17;1700;FylkesUngdom;2011;0;0;0;2013;0,00;25 485,60;25 485,60
NORD-TRØNDELAG VENSTRE;17;1700;Fylke;2011;2870;4,9;2;2013;48 107,00;80 647,00;128 754,00
Steinkjer  Arbeiderparti;17;1702;Kommune;2011;3935;38,3;18;2013;1 320,00;47 613,50;48 933,50
Steinkjer Fremskrittsparti;17;1702;Kommune;2011;858;8,3;4;2013;1 320,00;10 381,80;11 701,80
Steinkjer Høyre;17;1702;Kommune;2011;890;8,7;4;2013;1 320,00;10 769,00;12 089,00
Steinkjer KrF;17;1702;Kommune;2011;166;1,6;1;2013;1 320,00;2 008,60;3 328,60
Steinkjer/Egge Senterparti;17;1702;Kommune;2011;3640;35,4;16;2013;1 320,00;44 044,00;45 364,00
Steinkjer Sv;17;1702;Kommune;2011;410;4;2;2013;1 320,00;4 961,00;6 281,00
STEINKJER VENSTRE;17;1702;Kommune;2011;382;3,7;2;2013;1 320,00;4 622,20;5 942,20
Namsos  Arbeiderparti;17;1703;Kommune;2011;2270;39;14;2013;1 320,00;27 467,00;28 787,00
Namsos Fremskrittsparti;17;1703;Kommune;2011;557;9,6;3;2013;1 320,00;6 739,70;8 059,70
Namsos Høyre;17;1703;Kommune;2011;890;15,3;6;2013;1 320,00;10 769,00;12 089,00
Namsos KrF;17;1703;Kommune;2011;260;4,5;2;2013;1 320,00;3 146,00;4 466,00
Namsos Senterparti;17;1703;Kommune;2011;329;5,7;2;2013;1 320,00;3 980,90;5 300,90
Namsos Sv;17;1703;Kommune;2011;1065;18,3;7;2013;1 320,00;12 886,50;14 206,50
NAMSOS VENSTRE;17;1703;Kommune;2011;449;7,7;3;2013;1 320,00;5 432,90;6 752,90
Meråker  Arbeiderparti;17;1711;Kommune;2011;438;35,7;7;2013;1 320,00;5 299,80;6 619,80
Meråker Fremskrittsparti;17;1711;Kommune;2011;51;4,2;1;2013;1 320,00;617,10;1 937,10
Meråker Høyre;17;1711;Kommune;2011;118;9,6;2;2013;1 320,00;1 427,80;2 747,80
Meråker Senterparti;17;1711;Kommune;2011;158;12,9;3;2013;1 320,00;1 911,80;3 231,80
Meråker Sv;17;1711;Kommune;2011;75;6,1;1;2013;1 320,00;907,50;2 227,50
MERÅKER VENSTRE;17;1711;Kommune;2011;210;17,1;4;2013;1 320,00;2 541,00;3 861,00
Stjørdal  Arbeiderparti;17;1714;Kommune;2011;4551;43,5;18;2013;1 320,00;55 067,10;56 387,10
Stjørdal Fremskrittsparti;17;1714;Kommune;2011;853;8,1;3;2013;1 320,00;10 321,30;11 641,30
Stjørdal Høyre;17;1714;Kommune;2011;1655;15,8;7;2013;1 320,00;20 025,50;21 345,50
Stjørdal KrF;17;1714;Kommune;2011;410;3,9;2;2013;1 320,00;4 961,00;6 281,00
Rødt Stjørdal;17;1714;Kommune;2011;77;0,7;0;2013;0,00;931,70;931,70
Stjørdal Senterparti;17;1714;Kommune;2011;1849;17,7;7;2013;1 320,00;22 372,90;23 692,90
Stjørdal Sv;17;1714;Kommune;2011;439;4,2;2;2013;1 320,00;5 311,90;6 631,90
STJØRDAL VENSTRE;17;1714;Kommune;2011;475;4,5;2;2013;1 320,00;5 747,50;7 067,50
Frosta Høyre;17;1717;Kommune;2011;421;32,5;6;2013;1 320,00;5 094,10;6 414,10
Frosta KrF;17;1717;Kommune;2011;79;6,1;1;2013;1 320,00;955,90;2 275,90
Frosta Sv;17;1717;Kommune;2011;109;8,4;1;2013;1 320,00;1 318,90;2 638,90
FROSTA VENSTRE;17;1717;Kommune;2011;139;10,7;2;2013;1 320,00;1 681,90;3 001,90
Leksvik  Arbeiderparti;17;1718;Kommune;2011;523;30,2;7;2013;1 320,00;6 328,30;7 648,30
Leksvik Fremskrittsparti;17;1718;Kommune;2011;221;12,8;3;2013;1 320,00;2 674,10;3 994,10
Leksvik Høyre;17;1718;Kommune;2011;341;19,7;5;2013;1 320,00;4 126,10;5 446,10
Leksvik og Stranda KrF;17;1718;Kommune;2011;110;6,4;2;2013;1 320,00;1 331,00;2 651,00
Leksvik Senterparti;17;1718;Kommune;2011;395;22,8;6;2013;1 320,00;4 779,50;6 099,50
Leksvik Sv;17;1718;Kommune;2011;58;3,3;1;2013;1 320,00;701,80;2 021,80
LEKSVIK VENSTRE;17;1718;Kommune;2011;84;4,8;1;2013;1 320,00;1 016,40;2 336,40
Levanger  Arbeiderparti;17;1719;Kommune;2011;3978;44,8;16;2013;1 320,00;48 133,80;49 453,80
Demokratene Levanger;17;1719;Kommune;2011;15;0,2;0;2013;0,00;181,50;181,50
Levanger Fremskrittsparti;17;1719;Kommune;2011;646;7,3;3;2013;1 320,00;7 816,60;9 136,60
Levanger Høyre;17;1719;Kommune;2011;1269;14,3;5;2013;1 320,00;15 354,90;16 674,90
Levanger KrF;17;1719;Kommune;2011;608;6,8;2;2013;1 320,00;7 356,80;8 676,80
Miljøpartiet De Grønne Levanger;17;1719;Kommune;2011;62;0,7;0;2013;0,00;750,20;750,20
Levanger Senterparti, samstyret;17;1719;Kommune;2011;1161;13,1;5;2013;1 320,00;14 048,10;15 368,10
Levanger Sv;17;1719;Kommune;2011;563;6,3;2;2013;1 320,00;6 812,30;8 132,30
LEVANGER VENSTRE;17;1719;Kommune;2011;574;6,5;2;2013;1 320,00;6 945,40;8 265,40
Verdal  Arbeiderparti;17;1721;Kommune;2011;3072;47,2;17;2013;1 320,00;37 171,20;38 491,20
Verdal Fremskrittsparti;17;1721;Kommune;2011;618;9,5;3;2013;1 320,00;7 477,80;8 797,80
Verdal Høyre;17;1721;Kommune;2011;753;11,6;4;2013;1 320,00;9 111,30;10 431,30
Verdal KrF;17;1721;Kommune;2011;164;2,5;1;2013;1 320,00;1 984,40;3 304,40
Verdal Rødt;17;1721;Kommune;2011;82;1,3;0;2013;0,00;992,20;992,20
Verdal Senterparti;17;1721;Kommune;2011;1204;18,5;7;2013;1 320,00;14 568,40;15 888,40
Verdal Sv;17;1721;Kommune;2011;273;4,2;1;2013;1 320,00;3 303,30;4 623,30
VERDAL VENSTRE;17;1721;Kommune;2011;349;5,4;2;2013;1 320,00;4 222,90;5 542,90
Verran  Arbeiderparti;17;1724;Kommune;2011;439;35,7;7;2013;1 320,00;5 311,90;6 631,90
Verran Fremskrittsparti;17;1724;Kommune;2011;87;7,1;1;2013;1 320,00;1 052,70;2 372,70
Verran KrF;17;1724;Kommune;2011;28;2,3;0;2013;0,00;338,80;338,80
Verran Senterparti;17;1724;Kommune;2011;359;29,2;6;2013;1 320,00;4 343,90;5 663,90
VERRAN VENSTRE;17;1724;Kommune;2011;274;22,3;5;2013;1 320,00;3 315,40;4 635,40
Namdalseid Høyre;17;1725;Kommune;2011;50;5,6;1;2013;1 320,00;605,00;1 925,00
Namdalseid KrF;17;1725;Kommune;2011;42;4,7;1;2013;1 320,00;508,20;1 828,20
Namdalseid Senterparti;17;1725;Kommune;2011;482;53,7;10;2013;1 320,00;5 832,20;7 152,20
NAMDALSEID VENSTRE;17;1725;Kommune;2011;63;7;1;2013;1 320,00;762,30;2 082,30
Snåsa Arbeiderparti;17;1736;Kommune;2011;478;39,5;8;2013;1 320,00;5 783,80;7 103,80
Snåsa Fremskrittsparti;17;1736;Kommune;2011;34;2,8;0;2013;0,00;411,40;411,40
Snåsa Høyre;17;1736;Kommune;2011;63;5,2;1;2013;1 320,00;762,30;2 082,30
Snåsa Senterparti;17;1736;Kommune;2011;422;34,9;8;2013;1 320,00;5 106,20;6 426,20
Snåsa Sv;17;1736;Kommune;2011;57;4,7;1;2013;1 320,00;689,70;2 009,70
SNÅSA VENSTRE;17;1736;Kommune;2011;155;12,8;3;2013;1 320,00;1 875,50;3 195,50
Lierne  Arbeiderparti;17;1738;Kommune;2011;378;56,3;8;2013;1 320,00;4 573,80;5 893,80
Lierne KrF;17;1738;Kommune;2011;30;4,5;1;2013;1 320,00;363,00;1 683,00
Lierne Senterparti;17;1738;Kommune;2011;156;23,2;4;2013;1 320,00;1 887,60;3 207,60
LIERNE VENSTRE;17;1738;Kommune;2011;29;4,3;0;2013;1 320,00;350,90;1 670,90
Røyrvik  Arbeiderparti;17;1739;Kommune;2011;174;54;7;2013;1 320,00;2 105,40;3 425,40
Namsskogan  Arbeiderparti;17;1740;Kommune;2011;198;37,8;5;2013;1 320,00;2 395,80;3 715,80
Namsskogan Sv;17;1740;Kommune;2011;105;20;3;2013;1 320,00;1 270,50;2 590,50
Grong  Arbeiderparti;17;1742;Kommune;2011;503;38,6;7;2013;1 320,00;6 086,30;7 406,30
Grong Høyre;17;1742;Kommune;2011;112;8,6;2;2013;1 320,00;1 355,20;2 675,20
Grong Senterparti;17;1742;Kommune;2011;531;40,8;7;2013;1 320,00;6 425,10;7 745,10
Grong Sv;17;1742;Kommune;2011;105;8,1;1;2013;1 320,00;1 270,50;2 590,50
GRONG VENSTRE;17;1742;Kommune;2011;52;4;0;2013;1 320,00;629,20;1 949,20
Høylandet  Arbeiderparti;17;1743;Kommune;2011;243;33,5;6;2013;1 320,00;2 940,30;4 260,30
Høylandet Senterparti;17;1743;Kommune;2011;368;50,8;10;2013;1 320,00;4 452,80;5 772,80
Overhalla  Arbeiderparti;17;1744;Kommune;2011;722;37,4;8;2013;1 320,00;8 736,20;10 056,20
Overhalla FrP;17;1744;Kommune;2011;234;12,1;3;2013;1 320,00;2 831,40;4 151,40
Overhalla Høyre;17;1744;Kommune;2011;96;5;1;2013;1 320,00;1 161,60;2 481,60
Overhalla Senterparti;17;1744;Kommune;2011;748;38,7;8;2013;1 320,00;9 050,80;10 370,80
Overhalla Sv;17;1744;Kommune;2011;68;3,5;1;2013;1 320,00;822,80;2 142,80
Fellesliste for Senterpartiet og Kristelig Folkeparti;17;1748;Kommune;2011;206;63,2;10;2013;1 320,00;2 492,60;3 812,60
Flatanger Fremskrittsparti;17;1749;Kommune;2011;91;14,7;2;2013;1 320,00;1 101,10;2 421,10
Flatanger Høyre;17;1749;Kommune;2011;65;10,5;2;2013;1 320,00;786,50;2 106,50
Flatanger KrF;17;1749;Kommune;2011;22;3,6;0;2013;0,00;266,20;266,20
Flatanger Senterparti;17;1749;Kommune;2011;109;17,6;3;2013;1 320,00;1 318,90;2 638,90
Flatanger Sv;17;1749;Kommune;2011;50;8,1;1;2013;1 320,00;605,00;1 925,00
FLATANGER VENSTRE;17;1749;Kommune;2011;191;30,9;5;2013;1 320,00;2 311,10;3 631,10
Vikna  Arbeiderparti;17;1750;Kommune;2011;476;24,4;6;2013;1 320,00;5 759,60;7 079,60
Vikna Fremskrittsparti;17;1750;Kommune;2011;360;18,4;4;2013;1 320,00;4 356,00;5 676,00
Vikna Høyre;17;1750;Kommune;2011;329;16,8;4;2013;1 320,00;3 980,90;5 300,90
Vikna KrF;17;1750;Kommune;2011;159;8,1;2;2013;1 320,00;1 923,90;3 243,90
Vikna Senterparti;17;1750;Kommune;2011;280;14,3;3;2013;1 320,00;3 388,00;4 708,00
Vikna Sv;17;1750;Kommune;2011;59;3;1;2013;1 320,00;713,90;2 033,90
VIKNA VENSTRE;17;1750;Kommune;2011;290;14,8;3;2013;1 320,00;3 509,00;4 829,00
Nærøy  Arbeiderparti;17;1751;Kommune;2011;588;26,4;7;2013;1 320,00;7 114,80;8 434,80
Nærøy Fremskrittsparti;17;1751;Kommune;2011;241;10,8;3;2013;1 320,00;2 916,10;4 236,10
Nærøy Høyre;17;1751;Kommune;2011;188;8,4;2;2013;1 320,00;2 274,80;3 594,80
Nærøy KrF;17;1751;Kommune;2011;111;5;1;2013;1 320,00;1 343,10;2 663,10
