Versjon;Kost2a;Hovedgruppering art;Art;Art(T);Avdkode;Avdeling;Resenhet;Resenhet(T);Okplinv;Okplinv(T);Ansvar;Ansvar(T);Tjområde;Tjområde(T);Tjenes2;Tjenesteområde;Selvkost;Selvkost(T);Tjeneste;Tjeneste(T);Objekt;Objekt(T);Proplan;Proplan(T);Prosjektkode;Prosjekt;Budendr;Budendr(T);Byravd;2012 (fra vedt. øk.plan);2013;2014;2015;2016
13-16IN1;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;BKB;BKB investering økplan;039001;BKB-BHO - øk.plan investering;03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;SYKEHJ;Sykehjem;BUD201;Nytt sykehjem 90 plasser;01;Vedtatt budsjett inneværende år;BY;0,00;-1 212 000,00;-1 030 000,00;-80 095 000,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;BKB;BKB investering økplan;039001;BKB-BHO - øk.plan investering;03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;SYKEHJ;Sykehjem;BUD201;Nytt sykehjem 90 plasser;31;Diverse endringer;BY;-103 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;BBB;BBB investering økplan;039002;BBB-BHO - øk.plan investering;04;Sosialtjeneste;04A;Tjenester til rusavhengige og bostedsløse;N;Nei;24360;Botreningstjeneste ikke individrettet;9;Ikke fysisk objekt? Dummy-verdi;PBOSTED;Prosjekt bostedsløse;BUD109;Botreningsprosjektet;01;Vedtatt budsjett inneværende år;BY;-2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;BBB;BBB investering økplan;039002;BBB-BHO - øk.plan investering;04;Sosialtjeneste;04A;Tjenester til rusavhengige og bostedsløse;N;Nei;24360;Botreningstjeneste ikke individrettet;9;Ikke fysisk objekt? Dummy-verdi;PBOSTED;Prosjekt bostedsløse;BUD109;Botreningsprosjektet;31;Diverse endringer;BY;2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;BBB;BBB investering økplan;039002;BBB-BHO - øk.plan investering;03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26510;Byggdrift serviceboliger;9;Ikke fysisk objekt? Dummy-verdi;OMSORG;Omsorgsboliger;BUD198;Omsorgsbolig/-senter for eldre;31;Diverse endringer;BY;-1 020 000,00;0,00;0,00;0,00;0,00
13-16IN1;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;BBB;BBB investering økplan;039002;BBB-BHO - øk.plan investering;03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26510;Byggdrift serviceboliger;9;Ikke fysisk objekt? Dummy-verdi;OMSORG;Omsorgsboliger;BUD198;Omsorgsbolig/-senter for eldre;31;Diverse endringer;BY;0,00;0,00;-8 222 000,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0448;Idrettsservice;EGEN;Bykassen-investeringer egenregi;044012;Idrett investering og større vedlikehold;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;IDRETT;Idrettsinvesteringer;BUD308;Espeland idrettsplass -oppjust. fotballbane;01;Vedtatt budsjett inneværende år;BY;0,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0448;Idrettsservice;EGEN;Bykassen-investeringer egenregi;044012;Idrett investering og større vedlikehold;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;IDRETT;Idrettsinvesteringer;BUD308;Espeland idrettsplass -oppjust. fotballbane;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0448;Idrettsservice;EGEN;Bykassen-investeringer egenregi;044012;Idrett investering og større vedlikehold;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;IDRETT;Idrettsinvesteringer;BUD310;Stemmemyren - oppgradering av fotballanlegg;01;Vedtatt budsjett inneværende år;BY;0,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0448;Idrettsservice;EGEN;Bykassen-investeringer egenregi;044012;Idrett investering og større vedlikehold;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;IDRETT;Idrettsinvesteringer;BUD310;Stemmemyren - oppgradering av fotballanlegg;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0448;Idrettsservice;EGEN;Bykassen-investeringer egenregi;044012;Idrett investering og større vedlikehold;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;IDRETT;Idrettsinvesteringer;BUD311;Krohnsminde Garderobeanl og klubbhus;01;Vedtatt budsjett inneværende år;BY;-700 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0448;Idrettsservice;EGEN;Bykassen-investeringer egenregi;044012;Idrett investering og større vedlikehold;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;IDRETT;Idrettsinvesteringer;BUD318;Skiløyper;01;Vedtatt budsjett inneværende år;BY;-500 000,00;0,00;0,00;0,00;0,00
13-16IN1;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0448;Idrettsservice;EGEN;Bykassen-investeringer egenregi;044012;Idrett investering og større vedlikehold;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;IDRETT;Idrettsinvesteringer;BUD318;Skiløyper;01;Vedtatt budsjett inneværende år;BY;0,00;-500 000,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD056;Skjold skole, flerbrukshall;01;Vedtatt budsjett inneværende år;BY;-4 000 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD072;Hop skole - basketballhall;01;Vedtatt budsjett inneværende år;BY;-4 000 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD348;Råstølen volleyballhall;01;Vedtatt budsjett inneværende år;BY;-4 000 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;BBB;BBB investering økplan;059002;BBB-BBKM - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;01;Vedtatt budsjett inneværende år;BY;-37 400 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;BBB;BBB investering økplan;059002;BBB-BBKM - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;BY;37 400 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;6;Byrådsavd. for sosial, bolig og områdesatsing;0630;BSBO Byrådsavdeling for sosial, bolig og områdesatsing;BBB;BBB investering økplan;069002;BBB-BSBO - øk.plan investering;04;Sosialtjeneste;04A;Tjenester til rusavhengige og bostedsløse;N;Nei;24360;Botreningstjeneste ikke individrettet;9;Ikke fysisk objekt? Dummy-verdi;PBOSTED;Prosjekt bostedsløse;BUD109;Botreningsprosjektet;31;Diverse endringer;BY;-2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;6;Byrådsavd. for sosial, bolig og områdesatsing;0630;BSBO Byrådsavdeling for sosial, bolig og områdesatsing;BBB;BBB investering økplan;069002;BBB-BSBO - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;BY;-37 400 000,00;0,00;0,00;0,00;0,00
13-16IN1;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;6;Byrådsavd. for sosial, bolig og områdesatsing;0630;BSBO Byrådsavdeling for sosial, bolig og områdesatsing;BBB;BBB investering økplan;069002;BBB-BSBO - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;BY;0,00;-34 260 000,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0950;BKNI stab;BKB;BKB investering økplan;079001;BKB-BKNI Idrett - øk.plan investering;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;SVOM;Nytt 50-meters svømmebasseng;BUD130;50 meters svømmebasseng;01;Vedtatt budsjett inneværende år;BY;-30 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;7;Byrådsavd. for kultur, næring, idrett og kirke;0950;BKNI stab;BKB;BKB investering økplan;079001;BKB-BKNI Idrett - øk.plan investering;13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;SVOM;Nytt 50-meters svømmebasseng;BUD130;50 meters svømmebasseng;01;Vedtatt budsjett inneværende år;BY;0,00;-8 700 000,00;0,00;0,00;0,00
12-15VB;170;Tilskudd til investeringer;081000;INV Overføringer fra staten;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;SYKEHJ;Sykehjem;BUD172;Kompetansesenter - demens;01;Vedtatt budsjett inneværende år;90;-10 000 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;6;Byrådsavd. for sosial, bolig og områdesatsing;0521;Boligfinansiering;FORMIDL;Bykassen - formidlingslån;052002;Utlån Boligetaten;09;Boligtiltak;09;Boligtiltak;N;Nei;31520;Mottatte renter/avdrag på utlån;9;Ikke fysisk objekt? Dummy-verdi;FORMIDL;Formidlingslån;BUD111;Formidlingslån;01;Vedtatt budsjett inneværende år;BY;-400 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;6;Byrådsavd. for sosial, bolig og områdesatsing;0521;Boligfinansiering;FORMIDL;Bykassen - formidlingslån;052002;Utlån Boligetaten;09;Boligtiltak;09;Boligtiltak;N;Nei;31520;Mottatte renter/avdrag på utlån;9;Ikke fysisk objekt? Dummy-verdi;FORMIDL;Formidlingslån;BUD111;Formidlingslån;01;Vedtatt budsjett inneværende år;BY;0,00;-450 000 000,00;-450 000 000,00;-450 000 000,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;6;Byrådsavd. for sosial, bolig og områdesatsing;0521;Boligfinansiering;FORMIDL;Bykassen - formidlingslån;052002;Utlån Boligetaten;09;Boligtiltak;09;Boligtiltak;N;Nei;31520;Mottatte renter/avdrag på utlån;9;Ikke fysisk objekt? Dummy-verdi;FORMIDL;Formidlingslån;BUD111;Formidlingslån;31;Diverse endringer;BY;-50 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;6;Byrådsavd. for sosial, bolig og områdesatsing;0521;Boligfinansiering;FORMIDL;Bykassen - formidlingslån;052002;Utlån Boligetaten;09;Boligtiltak;09;Boligtiltak;N;Nei;31520;Mottatte renter/avdrag på utlån;9;Ikke fysisk objekt? Dummy-verdi;FORMIDL;Formidlingslån;BUD111;Formidlingslån;31;Diverse endringer;90;0,00;-100 000 000,00;-100 000 000,00;-100 000 000,00;-550 000 000,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;21;Sentrale budsjettposter;21;Sentrale budsjettposter;N;Nei;18080;Tilfeldige utgifter/inntekter - AFP m.m.;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;01;Vedtatt budsjett inneværende år;90;-3 171 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;90;0,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;BY;-37 400 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;06;Overføringer til trossamfunn;06;Overføringer til trossamfunn;N;Nei;39010;Kirker og menigheter;9;Ikke fysisk objekt? Dummy-verdi;MARIA;Restaurering middelalderkirker;BUD213;Mariakirken, restaurering;01;Vedtatt budsjett inneværende år;90;-6 000 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;TRANSP;Kjøp av transportmidler;100018;Kjøp av transportmidler;01;Vedtatt budsjett inneværende år;90;-3 500 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;01;Vedtatt budsjett inneværende år;90;-148 993 000,00;0,00;0,00;0,00;0,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;01;Vedtatt budsjett inneværende år;90;0,00;-186 858 500,00;-170 004 500,00;-136 295 260,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;90;-12 402 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;BY;10 791 200,00;0,00;0,00;0,00;0,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;90;0,00;-201 930 000,00;-154 330 000,00;-95 636 000,00;-95 107 260,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;01;Vedtatt budsjett inneværende år;90;130 500 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;90;-130 500 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;01;Vedtatt budsjett inneværende år;90;-634 059 000,00;0,00;0,00;0,00;0,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;01;Vedtatt budsjett inneværende år;90;0,00;-805 187 600,00;-360 690 000,00;-58 425 000,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;22;INV-Kostnadsendring investering;BY;-118 000 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;90;101 120 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;BY;-99 583 000,00;0,00;0,00;0,00;0,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;90;0,00;69 800 000,00;-24 100 000,00;-29 800 000,00;-105 500 000,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;UPROSJ;UTEN PROSJEKTNUMMER;9;Ikke prosjekt? Dummy-verdi;31;Diverse endringer;BY;0,00;-5 000 000,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;SYKEHJ;Sykehjem;BUD172;Kompetansesenter - demens;31;Diverse endringer;BY;3 508 800,00;0,00;0,00;0,00;0,00
13-16IN1;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;SYKEHJ;Sykehjem;BUD201;Nytt sykehjem 90 plasser;01;Vedtatt budsjett inneværende år;90;0,00;1 212 000,00;1 030 000,00;103 000,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKBFIN;BKB FIN investering økplan;909001;Finansiering BKB - øk.plan investering;23;"""Under streken""-sentrale budsjettposter";23;"""Under streken""-sentrale budsjettposter";N;Nei;88010;Interne finansieringsposter;9;Ikke fysisk objekt? Dummy-verdi;SYKEHJ;Sykehjem;BUD201;Nytt sykehjem 90 plasser;31;Diverse endringer;BY;103 000,00;0,00;0,00;0,00;0,00
12-15VB;150;Bruk av lånemidler;091000;INV Bruk av lån;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BBBFIN;BBB FIN investering økplan;909002;Finansiering BBB - øk.plan investering;04;Sosialtjeneste;04A;Tjenester til rusavhengige og bostedsløse;N;Nei;24360;Botreningstjeneste ikke individrettet;9;Ikke fysisk objekt? Dummy-verdi;PBOSTED;Prosjekt bostedsløse;BUD109;Botreningsprosjektet;01;Vedtatt budsjett inneværende år;90;-3 000 000,00;0,00;0,00;0,00;0,00
