partinamn;fylkesnr;kummunenr;partitype;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Kristent Samlingsparti Trondheim;16;1601;Kommuneparti;117;0,1;0;2014;0,00;1 401,66;1 401,66
Miljøpartiet De Grønne Trondheim;16;1601;Kommuneparti;2336;2,6;2;2014;1 306,00;27 985,28;29 291,28
Pensjonistpartiet i Trondheim;16;1601;Kommuneparti;1139;1,3;1;2014;1 306,00;13 645,22;14 951,22
Rødt Trondheim;16;1601;Kommuneparti;2660;3;2;2014;1 306,00;31 866,80;33 172,80
Trondheim Senterparti;16;1601;Kommuneparti;1861;2,1;1;2014;1 306,00;22 294,78;23 600,78
TRONDHEIM SV;16;1601;Kommuneparti;5129;5,7;4;2014;1 306,00;61 445,42;62 751,42
TRONDHEIM VENSTRE;16;1601;Kommuneparti;5189;5,8;4;2014;1 306,00;62 164,22;63 470,22
Hemne Arbeiderparti;16;1612;Kommuneparti;1037;50,8;12;2014;1 306,00;12 423,26;13 729,26
Hemne Fremskrittsparti;16;1612;Kommuneparti;183;9;2;2014;1 306,00;2 192,34;3 498,34
Hemne Høyre;16;1612;Kommuneparti;193;9,5;2;2014;1 306,00;2 312,14;3 618,14
Hemne KrF;16;1612;Kommuneparti;106;5,2;1;2014;1 306,00;1 269,88;2 575,88
Hemne Senterparti;16;1612;Kommuneparti;321;15,7;4;2014;1 306,00;3 845,58;5 151,58
Snillfjord Arbeiderparti;16;1613;Kommuneparti;154;28,1;5;2014;1 306,00;1 844,92;3 150,92
Snillfjord Høyre;16;1613;Kommuneparti;192;35;6;2014;1 306,00;2 300,16;3 606,16
Snillfjord KrF;16;1613;Kommuneparti;50;9,1;1;2014;1 306,00;599,00;1 905,00
Snillfjord Senterparti;16;1613;Kommuneparti;152;27,7;5;2014;1 306,00;1 820,96;3 126,96
Hitra Arbeiderparti;16;1617;Kommuneparti;763;39,7;9;2014;1 306,00;9 140,74;10 446,74
Hitra Fremskrittsparti;16;1617;Kommuneparti;205;10,7;3;2014;1 306,00;2 455,90;3 761,90
HITRA HØYRE;16;1617;Kommuneparti;261;13,6;3;2014;1 306,00;3 126,78;4 432,78
Hitra KrF;16;1617;Kommuneparti;58;3;1;2014;1 306,00;694,84;2 000,84
Miljøpartiet De Grønne Hitra;16;1617;Kommuneparti;30;1,6;0;2014;0,00;359,40;359,40
HITRA PENSJONISTPARTI;16;1617;Kommuneparti;338;17,6;4;2014;1 306,00;4 049,24;5 355,24
HITRA SENTERPARTI;16;1617;Kommuneparti;90;4,7;1;2014;1 306,00;1 078,20;2 384,20
Hitra Venstre;16;1617;Kommuneparti;70;3,6;1;2014;1 306,00;838,60;2 144,60
Frøya Arbeiderparti;16;1620;Kommuneparti;792;40,5;10;2014;1 306,00;9 488,16;10 794,16
FRØYA FRP;16;1620;Kommuneparti;417;21,3;5;2014;1 306,00;4 995,66;6 301,66
FRØYA HØYRE;16;1620;Kommuneparti;164;8,4;2;2014;1 306,00;1 964,72;3 270,72
Frøya KrF;16;1620;Kommuneparti;46;2,4;0;2014;0,00;551,08;551,08
Frøya Senterparti;16;1620;Kommuneparti;75;3,8;1;2014;1 306,00;898,50;2 204,50
Frøya Venstre;16;1620;Kommuneparti;351;18;4;2014;1 306,00;4 204,98;5 510,98
Ørland Arbeiderparti;16;1621;Kommuneparti;408;15,9;4;2014;1 306,00;4 887,84;6 193,84
ØRLAND FRP;16;1621;Kommuneparti;239;9,3;2;2014;1 306,00;2 863,22;4 169,22
Ørland Høyre;16;1621;Kommuneparti;783;30,5;8;2014;1 306,00;9 380,34;10 686,34
Ørland Senterparti;16;1621;Kommuneparti;871;34;8;2014;1 306,00;10 434,58;11 740,58
Ørland Venstre;16;1621;Kommuneparti;191;7,4;2;2014;1 306,00;2 288,18;3 594,18
Agdenes Arbeiderparti;16;1622;Kommuneparti;172;18,1;3;2014;1 306,00;2 060,56;3 366,56
Agdenes Høyre;16;1622;Kommuneparti;114;12;2;2014;1 306,00;1 365,72;2 671,72
Agdenes KrF;16;1622;Kommuneparti;45;4,7;1;2014;1 306,00;539,10;1 845,10
Agdenes Senterparti;16;1622;Kommuneparti;121;12,7;2;2014;1 306,00;1 449,58;2 755,58
RISSA ARBEIDERPARTI;16;1624;Kommuneparti;745;22,5;5;2014;1 306,00;8 925,10;10 231,10
Demokratene Rissa;16;1624;Kommuneparti;79;2,4;0;2014;0,00;946,42;946,42
Rissa Fremskrittsparti;16;1624;Kommuneparti;278;8,4;2;2014;1 306,00;3 330,44;4 636,44
Rissa Høyre;16;1624;Kommuneparti;1083;32,7;8;2014;1 306,00;12 974,34;14 280,34
Rissa KrF;16;1624;Kommuneparti;150;4,5;1;2014;1 306,00;1 797,00;3 103,00
Rissa Pensjonistparti;16;1624;Kommuneparti;173;5,2;1;2014;1 306,00;2 072,54;3 378,54
Rissa Senterparti;16;1624;Kommuneparti;518;15,6;4;2014;1 306,00;6 205,64;7 511,64
Rissa Sv;16;1624;Kommuneparti;106;3,2;1;2014;1 306,00;1 269,88;2 575,88
RISSA VENSTRE;16;1624;Kommuneparti;182;5,5;1;2014;1 306,00;2 180,36;3 486,36
Bjugn Arbeiderparti;16;1627;Kommuneparti;822;39,7;12;2014;1 306,00;9 847,56;11 153,56
BJUGN FRP;16;1627;Kommuneparti;245;11,8;3;2014;1 306,00;2 935,10;4 241,10
Bjugn Høyre;16;1627;Kommuneparti;246;11,9;3;2014;1 306,00;2 947,08;4 253,08
Bjugn KrF;16;1627;Kommuneparti;175;8,5;3;2014;1 306,00;2 096,50;3 402,50
Bjugn Senterparti;16;1627;Kommuneparti;294;14,2;4;2014;1 306,00;3 522,12;4 828,12
BJUGN VENSTRE;16;1627;Kommuneparti;135;6,5;2;2014;1 306,00;1 617,30;2 923,30
ÅFJORD ARBEIDERPARTI;16;1630;Kommuneparti;668;39,1;9;2014;1 306,00;8 002,64;9 308,64
Åfjord Fremskrittsparti;16;1630;Kommuneparti;144;8,4;2;2014;1 306,00;1 725,12;3 031,12
Åfjord Høyre;16;1630;Kommuneparti;274;16;3;2014;1 306,00;3 282,52;4 588,52
Åfjord KrF;16;1630;Kommuneparti;173;10,1;2;2014;1 306,00;2 072,54;3 378,54
Åfjord Senterparti;16;1630;Kommuneparti;383;22,4;5;2014;1 306,00;4 588,34;5 894,34
Roan Arbeiderparti;16;1632;Kommuneparti;81;13,5;2;2014;1 306,00;970,38;2 276,38
Roan Høyre;16;1632;Kommuneparti;149;24,8;4;2014;1 306,00;1 785,02;3 091,02
Roan KrF;16;1632;Kommuneparti;40;6,7;1;2014;1 306,00;479,20;1 785,20
Roan Senterparti;16;1632;Kommuneparti;274;45,7;8;2014;1 306,00;3 282,52;4 588,52
Osen Arbeiderparti;16;1633;Kommuneparti;150;24,4;4;2014;1 306,00;1 797,00;3 103,00
OSEN FRP;16;1633;Kommuneparti;48;7,8;1;2014;1 306,00;575,04;1 881,04
Osen Høyre;16;1633;Kommuneparti;25;4,1;0;2014;1 306,00;299,50;1 605,50
Oppdal Arbeiderparti;16;1634;Kommuneparti;1601;48,8;12;2014;1 306,00;19 179,98;20 485,98
OPPDAL FRP;16;1634;Kommuneparti;158;4,8;1;2014;1 306,00;1 892,84;3 198,84
Oppdal Høyre;16;1634;Kommuneparti;408;12,4;3;2014;1 306,00;4 887,84;6 193,84
Oppdal KrF;16;1634;Kommuneparti;213;6,5;2;2014;1 306,00;2 551,74;3 857,74
Oppdal Senterparti;16;1634;Kommuneparti;580;17,7;4;2014;1 306,00;6 948,40;8 254,40
Oppdal Venstre;16;1634;Kommuneparti;233;7,1;2;2014;1 306,00;2 791,34;4 097,34
RENNEBU ARBEIDERPARTI;16;1635;Kommuneparti;389;29,6;6;2014;1 306,00;4 660,22;5 966,22
Rennebu KrF;16;1635;Kommuneparti;391;29,8;6;2014;1 306,00;4 684,18;5 990,18
Rennebu Senterparti;16;1635;Kommuneparti;341;26;6;2014;1 306,00;4 085,18;5 391,18
Meldal Arbeiderparti;16;1636;Kommuneparti;1018;44,8;9;2014;1 306,00;12 195,64;13 501,64
Demokratene Meldal;16;1636;Kommuneparti;12;0,5;0;2014;0,00;143,76;143,76
MELDAL FRP;16;1636;Kommuneparti;81;3,6;1;2014;1 306,00;970,38;2 276,38
Meldal Høyre;16;1636;Kommuneparti;90;4;1;2014;1 306,00;1 078,20;2 384,20
Meldal KrF;16;1636;Kommuneparti;78;3,4;1;2014;1 306,00;934,44;2 240,44
Meldal Senterparti;16;1636;Kommuneparti;847;37,3;7;2014;1 306,00;10 147,06;11 453,06
Meldal Venstre;16;1636;Kommuneparti;71;3,1;0;2014;0,00;850,58;850,58
Orkdal Arbeiderparti;16;1638;Kommuneparti;1355;25,5;9;2014;1 306,00;16 232,90;17 538,90
Demokratene Orkdal;16;1638;Kommuneparti;32;0,6;0;2014;0,00;383,36;383,36
ORKDAL FREMSKRITTSPARTI;16;1638;Kommuneparti;331;6,2;2;2014;1 306,00;3 965,38;5 271,38
Orkdal Høyre;16;1638;Kommuneparti;288;5,4;2;2014;1 306,00;3 450,24;4 756,24
Orkdal KrF;16;1638;Kommuneparti;240;4,5;2;2014;1 306,00;2 875,20;4 181,20
Orkdal Senterparti;16;1638;Kommuneparti;830;15,6;5;2014;1 306,00;9 943,40;11 249,40
Orkdal Venstre;16;1638;Kommuneparti;470;8,8;3;2014;1 306,00;5 630,60;6 936,60
RØROS ARBEIDERPARTI;16;1640;Kommuneparti;1599;51,9;14;2014;1 306,00;19 156,02;20 462,02
RØROS FRP;16;1640;Kommuneparti;123;4;1;2014;1 306,00;1 473,54;2 779,54
Røros Høyre;16;1640;Kommuneparti;515;16,7;4;2014;1 306,00;6 169,70;7 475,70
Røros Senterparti;16;1640;Kommuneparti;257;8,3;2;2014;1 306,00;3 078,86;4 384,86
HOLTÅLEN ARBEIDERPARTI;16;1644;Kommuneparti;462;37,1;8;2014;1 306,00;5 534,76;6 840,76
Felleslista for KrF, SP, V;16;1644;Kommuneparti;458;36,8;8;2014;1 306,00;5 486,84;6 792,84
Holtålen Høyre;16;1644;Kommuneparti;243;19,5;4;2014;1 306,00;2 911,14;4 217,14
Midtre Gauldal Ap;16;1648;Kommuneparti;1090;37,1;13;2014;1 306,00;13 058,20;14 364,20
MIDTRE GAULDAL FRP;16;1648;Kommuneparti;233;7,9;3;2014;1 306,00;2 791,34;4 097,34
Midtre Gauldal Høyre;16;1648;Kommuneparti;289;9,8;3;2014;1 306,00;3 462,22;4 768,22
Midtre Gauldal KrF;16;1648;Kommuneparti;147;5;2;2014;1 306,00;1 761,06;3 067,06
Midtre Gauldal Senterparti;16;1648;Kommuneparti;454;15,4;5;2014;1 306,00;5 438,92;6 744,92
Melhus Arbeiderparti;16;1653;Kommuneparti;2750;37;14;2014;1 306,00;32 945,00;34 251,00
Melhus Fremskrittsparti;16;1653;Kommuneparti;719;9,7;4;2014;1 306,00;8 613,62;9 919,62
Melhus Høyre;16;1653;Kommuneparti;1769;23,8;9;2014;1 306,00;21 192,62;22 498,62
Melhus KrF;16;1653;Kommuneparti;489;6,6;2;2014;1 306,00;5 858,22;7 164,22
Melhus Senterparti;16;1653;Kommuneparti;1226;16,5;6;2014;1 306,00;14 687,48;15 993,48
Melhus Venstre;16;1653;Kommuneparti;210;2,8;1;2014;1 306,00;2 515,80;3 821,80
Skaun Arbeiderparti;16;1657;Kommuneparti;838;25;6;2014;1 306,00;10 039,24;11 345,24
SKAUN FREMSKRITTSPARTI;16;1657;Kommuneparti;334;10;2;2014;1 306,00;4 001,32;5 307,32
Skaun Høyre;16;1657;Kommuneparti;424;12,7;3;2014;1 306,00;5 079,52;6 385,52
Skaun KrF;16;1657;Kommuneparti;197;5,9;1;2014;1 306,00;2 360,06;3 666,06
Rødt Skaun;16;1657;Kommuneparti;40;1,2;0;2014;0,00;479,20;479,20
Skaun Senterparti;16;1657;Kommuneparti;956;28,6;6;2014;1 306,00;11 452,88;12 758,88
Skaun Sv;16;1657;Kommuneparti;207;6,2;1;2014;1 306,00;2 479,86;3 785,86
Klæbu Arbeiderparti;16;1662;Kommuneparti;884;33,6;8;2014;1 306,00;10 590,32;11 896,32
KLÆBU FRP;16;1662;Kommuneparti;343;13;3;2014;1 306,00;4 109,14;5 415,14
Klæbu Høyre;16;1662;Kommuneparti;520;19,8;5;2014;1 306,00;6 229,60;7 535,60
Klæbu Senterparti;16;1662;Kommuneparti;370;14,1;3;2014;1 306,00;4 432,60;5 738,60
KLÆBU VENSTRE;16;1662;Kommuneparti;281;10,7;2;2014;1 306,00;3 366,38;4 672,38
Malvik Arbeiderparti;16;1663;Kommuneparti;2730;44,2;13;2014;1 306,00;32 705,40;34 011,40
MALVIK FRP;16;1663;Kommuneparti;586;9,5;3;2014;1 306,00;7 020,28;8 326,28
Malvik Høyre;16;1663;Kommuneparti;1522;24,6;8;2014;1 306,00;18 233,56;19 539,56
Malvik KrF;16;1663;Kommuneparti;164;2,7;1;2014;1 306,00;1 964,72;3 270,72
Malvik Senterparti;16;1663;Kommuneparti;329;5,3;2;2014;1 306,00;3 941,42;5 247,42
Malvik Sv;16;1663;Kommuneparti;317;5,1;2;2014;1 306,00;3 797,66;5 103,66
Malvik Venstre;16;1663;Kommuneparti;398;6,4;2;2014;1 306,00;4 768,04;6 074,04
Fellesliste Arbeiderpartiet / SV;16;1664;Kommuneparti;963;49,5;12;2014;1 306,00;11 536,74;12 842,74
SELBU FRP;16;1664;Kommuneparti;208;10,7;3;2014;1 306,00;2 491,84;3 797,84
Selbu Høyre;16;1664;Kommuneparti;273;14;4;2014;1 306,00;3 270,54;4 576,54
Fellesliste SP, KrF og Venstre;16;1664;Kommuneparti;503;25,8;6;2014;1 306,00;6 025,94;7 331,94
Arbeiderpartiet og SV;16;1665;Kommuneparti;177;34,4;6;2014;1 306,00;2 120,46;3 426,46
Liste for Venstre og Senterpartiet;16;1665;Kommuneparti;240;46,7;8;2014;1 306,00;2 875,20;4 181,20
NORD TRØNDELAG ARB PARTI;17;1700;Fylkesparti;25161;42,9;15;2014;47 639,00;700 230,63;747 869,63
AUF i Nord-Trøndelag;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;221 165,19;221 165,19
NORD-TRØNDELAG FRP;17;1700;Fylkesparti;4980;8,5;3;2014;47 639,00;138 593,40;186 232,40
NORD-TRØNDELAG FPU;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;43 774,20;43 774,20
Nord-Trøndelag Høyre;17;1700;Fylkesparti;7384;12,6;5;2014;47 639,00;205 496,72;253 135,72
NORD-TRØNDELAG UNGE HØYRE;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;64 905,36;64 905,36
NORD TRØNDELAG KRISTELIG FOLKEPARTI;17;1700;Fylkesparti;2306;3,9;1;2014;47 639,00;64 175,98;111 814,98
Nord-Trøndelag Kristelig Folkepartis Ungdom;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;20 269,74;20 269,74
Nord-Trøndelag Kristent Samlingsparti;17;1700;Fylkesparti;156;0;0;2014;0,00;4 341,48;4 341,48
Grønn Ungdom Nord-Trøndelag;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;3 516,00;3 516,00
Rødt Nord-Trøndelag;17;1700;Fylkesparti;418;0,7;0;2014;0,00;11 632,94;11 632,94
Nord-Trøndelag Rød Ungdom;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;3 674,22;3 674,22
Nord-Trøndelag Senterparti;17;1700;Fylkesparti;11532;19,7;7;2014;47 639,00;320 935,56;368 574,56
Nord-Trøndelag Senterungdom;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;101 366,28;101 366,28
NORD TRØNDELAG SV;17;1700;Fylkesparti;3191;5,4;2;2014;47 639,00;88 805,53;136 444,53
SOSIALISTISK UNGDOM NORD TRØNDELAG;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;28 048,89;28 048,89
Nord-Trøndelag Venstre;17;1700;Fylkesparti;2870;4,9;2;2014;47 639,00;79 872,10;127 511,10
NORD-TRØNDELAG UNGE VENSTRE;17;1700;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;25 227,30;25 227,30
STEINKJER ARBEIDERPARTI;17;1702;Kommuneparti;3935;38,3;18;2014;1 306,00;47 141,30;48 447,30
STEINKJER FREMSKRITTSPARTI;17;1702;Kommuneparti;858;8,3;4;2014;1 306,00;10 278,84;11 584,84
Steinkjer Høyre;17;1702;Kommuneparti;890;8,7;4;2014;1 306,00;10 662,20;11 968,20
Steinkjer KrF;17;1702;Kommuneparti;166;1,6;1;2014;1 306,00;1 988,68;3 294,68
SENTERPARTIET I STEINKJER;17;1702;Kommuneparti;3640;35,4;16;2014;1 306,00;43 607,20;44 913,20
Steinkjer Sv;17;1702;Kommuneparti;410;4;2;2014;1 306,00;4 911,80;6 217,80
Namsos Arbeiderparti;17;1703;Kommuneparti;2270;39;14;2014;1 306,00;27 194,60;28 500,60
NAMSOS FRP;17;1703;Kommuneparti;557;9,6;3;2014;1 306,00;6 672,86;7 978,86
Namsos Høyre;17;1703;Kommuneparti;890;15,3;6;2014;1 306,00;10 662,20;11 968,20
Namsos KrF;17;1703;Kommuneparti;260;4,5;2;2014;1 306,00;3 114,80;4 420,80
Namsos Senterparti;17;1703;Kommuneparti;329;5,7;2;2014;1 306,00;3 941,42;5 247,42
Namsos Sv;17;1703;Kommuneparti;1065;18,3;7;2014;1 306,00;12 758,70;14 064,70
Namsos Venstre;17;1703;Kommuneparti;449;7,7;3;2014;1 306,00;5 379,02;6 685,02
Meråker FrP;17;1711;Kommuneparti;51;4,2;1;2014;1 306,00;610,98;1 916,98
Meråker Høyre;17;1711;Kommuneparti;118;9,6;2;2014;1 306,00;1 413,64;2 719,64
Meråker Senterparti;17;1711;Kommuneparti;158;12,9;3;2014;1 306,00;1 892,84;3 198,84
MERÅKER SV;17;1711;Kommuneparti;75;6,1;1;2014;1 306,00;898,50;2 204,50
Meråker Venstre;17;1711;Kommuneparti;210;17,1;4;2014;1 306,00;2 515,80;3 821,80
STJØRDAL ARBEIDERPARTI;17;1714;Kommuneparti;4551;43,5;18;2014;1 306,00;54 520,98;55 826,98
STJØRDAL FRP;17;1714;Kommuneparti;853;8,1;3;2014;1 306,00;10 218,94;11 524,94
Stjørdal Høyre;17;1714;Kommuneparti;1655;15,8;7;2014;1 306,00;19 826,90;21 132,90
Stjørdal KrF;17;1714;Kommuneparti;410;3,9;2;2014;1 306,00;4 911,80;6 217,80
Miljøpartiet De Grønne Stjørdal;17;1714;Kommuneparti;162;1,5;0;2014;0,00;1 940,76;1 940,76
Rødt Stjørdal;17;1714;Kommuneparti;77;0,7;0;2014;0,00;922,46;922,46
Stjørdal Senterparti;17;1714;Kommuneparti;1849;17,7;7;2014;1 306,00;22 151,02;23 457,02
Stjørdal Sv;17;1714;Kommuneparti;439;4,2;2;2014;1 306,00;5 259,22;6 565,22
STJØRDAL VENSTRE;17;1714;Kommuneparti;475;4,5;2;2014;1 306,00;5 690,50;6 996,50
Frosta Høyre;17;1717;Kommuneparti;421;32,5;6;2014;1 306,00;5 043,58;6 349,58
Frosta KrF;17;1717;Kommuneparti;79;6,1;1;2014;1 306,00;946,42;2 252,42
Frosta Senterparti;17;1717;Kommuneparti;284;21,9;4;2014;1 306,00;3 402,32;4 708,32
Frosta Sv;17;1717;Kommuneparti;109;8,4;1;2014;1 306,00;1 305,82;2 611,82
Frosta Venstre;17;1717;Kommuneparti;139;10,7;2;2014;1 306,00;1 665,22;2 971,22
Leksvik FrP;17;1718;Kommuneparti;221;12,8;3;2014;1 306,00;2 647,58;3 953,58
LEKSVIK HØYRE;17;1718;Kommuneparti;341;19,7;5;2014;1 306,00;4 085,18;5 391,18
Leksvik KrF;17;1718;Kommuneparti;110;6,4;2;2014;1 306,00;1 317,80;2 623,80
Leksvik Senterparti;17;1718;Kommuneparti;395;22,8;6;2014;1 306,00;4 732,10;6 038,10
Leksvik Sv;17;1718;Kommuneparti;58;3,3;1;2014;1 306,00;694,84;2 000,84
Leksvik Venstre;17;1718;Kommuneparti;84;4,8;1;2014;1 306,00;1 006,32;2 312,32
Levanger Arbeiderparti;17;1719;Kommuneparti;3978;44,8;16;2014;1 306,00;47 656,44;48 962,44
LEVANGER FRP;17;1719;Kommuneparti;646;7,3;3;2014;1 306,00;7 739,08;9 045,08
Levanger KrF;17;1719;Kommuneparti;608;6,8;2;2014;1 306,00;7 283,84;8 589,84
SENTERPARTIET I LEVANGER;17;1719;Kommuneparti;1161;13,1;5;2014;1 306,00;13 908,78;15 214,78
Levanger Sv;17;1719;Kommuneparti;563;6,3;2;2014;1 306,00;6 744,74;8 050,74
Levanger Venstre;17;1719;Kommuneparti;574;6,5;2;2014;1 306,00;6 876,52;8 182,52
VERDAL FRP;17;1721;Kommuneparti;618;9,5;3;2014;1 306,00;7 403,64;8 709,64
Verdal Høyre;17;1721;Kommuneparti;753;11,6;4;2014;1 306,00;9 020,94;10 326,94
Verdal KrF;17;1721;Kommuneparti;164;2,5;1;2014;1 306,00;1 964,72;3 270,72
Verdal Senterparti;17;1721;Kommuneparti;1204;18,5;7;2014;1 306,00;14 423,92;15 729,92
Verdal Sv;17;1721;Kommuneparti;273;4,2;1;2014;1 306,00;3 270,54;4 576,54
Verdal Venstre;17;1721;Kommuneparti;349;5,4;2;2014;1 306,00;4 181,02;5 487,02
Verran Arbeiderparti;17;1724;Kommuneparti;439;35,7;7;2014;1 306,00;5 259,22;6 565,22
VERRAN FRP;17;1724;Kommuneparti;87;7,1;1;2014;1 306,00;1 042,26;2 348,26
Verran KrF;17;1724;Kommuneparti;28;2,3;0;2014;0,00;335,44;335,44
Verran Senterparti;17;1724;Kommuneparti;359;29,2;6;2014;1 306,00;4 300,82;5 606,82
Verran Venstre;17;1724;Kommuneparti;274;22,3;5;2014;1 306,00;3 282,52;4 588,52
Namdalseid Arbeiderparti;17;1725;Kommuneparti;260;29;6;2014;1 306,00;3 114,80;4 420,80
Namdalseid Høyre;17;1725;Kommuneparti;50;5,6;1;2014;1 306,00;599,00;1 905,00
Namdalseid KrF;17;1725;Kommuneparti;42;4,7;1;2014;1 306,00;503,16;1 809,16
Namdalseid Senterparti;17;1725;Kommuneparti;482;53,7;10;2014;1 306,00;5 774,36;7 080,36
Namdalseid Venstre;17;1725;Kommuneparti;63;7;1;2014;1 306,00;754,74;2 060,74
Snåsa Arbeiderparti;17;1736;Kommuneparti;478;39,5;8;2014;1 306,00;5 726,44;7 032,44
Snåsa Høyre;17;1736;Kommuneparti;63;5,2;1;2014;1 306,00;754,74;2 060,74
Snåsa Senterparti;17;1736;Kommuneparti;422;34,9;8;2014;1 306,00;5 055,56;6 361,56
Snåsa Sv;17;1736;Kommuneparti;57;4,7;1;2014;1 306,00;682,86;1 988,86
Snåsa Venstre;17;1736;Kommuneparti;155;12,8;3;2014;1 306,00;1 856,90;3 162,90
Lierne KrF;17;1738;Kommuneparti;30;4,5;1;2014;1 306,00;359,40;1 665,40
Lierne Senterparti;17;1738;Kommuneparti;156;23,2;4;2014;1 306,00;1 868,88;3 174,88
NAMSSKOGAN FRP;17;1740;Kommuneparti;30;5,7;1;2014;1 306,00;359,40;1 665,40
Namsskogan Sv;17;1740;Kommuneparti;105;20;3;2014;1 306,00;1 257,90;2 563,90
Grong Arbeiderparti;17;1742;Kommuneparti;503;38,6;7;2014;1 306,00;6 025,94;7 331,94
Grong Høyre;17;1742;Kommuneparti;112;8,6;2;2014;1 306,00;1 341,76;2 647,76
Grong Senterparti;17;1742;Kommuneparti;531;40,8;7;2014;1 306,00;6 361,38;7 667,38
Grong Sv;17;1742;Kommuneparti;105;8,1;1;2014;1 306,00;1 257,90;2 563,90
Høylandet Arbeiderparti;17;1743;Kommuneparti;243;33,5;6;2014;1 306,00;2 911,14;4 217,14
Høylandet Senterparti;17;1743;Kommuneparti;368;50,8;10;2014;1 306,00;4 408,64;5 714,64
OVERHALLA FRP;17;1744;Kommuneparti;234;12,1;3;2014;1 306,00;2 803,32;4 109,32
Overhalla Høyre;17;1744;Kommuneparti;96;5;1;2014;1 306,00;1 150,08;2 456,08
Overhalla Senterparti;17;1744;Kommuneparti;748;38,7;8;2014;1 306,00;8 961,04;10 267,04
Overhalla Sv;17;1744;Kommuneparti;68;3,5;1;2014;1 306,00;814,64;2 120,64
Flatanger Arbeiderparti;17;1749;Kommuneparti;91;14,7;2;2014;1 306,00;1 090,18;2 396,18
Flatanger FrP;17;1749;Kommuneparti;91;14,7;2;2014;1 306,00;1 090,18;2 396,18
Flatanger Høyre;17;1749;Kommuneparti;65;10,5;2;2014;1 306,00;778,70;2 084,70
Flatanger KrF;17;1749;Kommuneparti;22;3,6;0;2014;0,00;263,56;263,56
Flatanger Senterparti;17;1749;Kommuneparti;109;17,6;3;2014;1 306,00;1 305,82;2 611,82
Flatanger SV;17;1749;Kommuneparti;50;8,1;1;2014;1 306,00;599,00;1 905,00
Vikna Arbeiderparti;17;1750;Kommuneparti;476;24,4;6;2014;1 306,00;5 702,48;7 008,48
Vikna FrP;17;1750;Kommuneparti;360;18,4;4;2014;1 306,00;4 312,80;5 618,80
Vikna Høyre;17;1750;Kommuneparti;329;16,8;4;2014;1 306,00;3 941,42;5 247,42
Vikna KrF;17;1750;Kommuneparti;159;8,1;2;2014;1 306,00;1 904,82;3 210,82
Vikna Senterparti;17;1750;Kommuneparti;280;14,3;3;2014;1 306,00;3 354,40;4 660,40
Vikna Sv;17;1750;Kommuneparti;59;3;1;2014;1 306,00;706,82;2 012,82
Nærøy Arbeiderparti;17;1751;Kommuneparti;588;26,4;7;2014;1 306,00;7 044,24;8 350,24
NÆRØY FRP;17;1751;Kommuneparti;241;10,8;3;2014;1 306,00;2 887,18;4 193,18
NÆRØY HØYRE;17;1751;Kommuneparti;188;8,4;2;2014;1 306,00;2 252,24;3 558,24
NÆRØY KRISTELIG FOLKEPARTI;17;1751;Kommuneparti;111;5;1;2014;1 306,00;1 329,78;2 635,78
Nærøy Senterparti;17;1751;Kommuneparti;779;34,9;10;2014;1 306,00;9 332,42;10 638,42
Nærøy Sv;17;1751;Kommuneparti;199;8,9;2;2014;1 306,00;2 384,02;3 690,02
Leka Senterparti;17;1755;Kommuneparti;208;56,2;9;2014;1 306,00;2 491,84;3 797,84
Leka Sv;17;1755;Kommuneparti;30;8,1;1;2014;1 306,00;359,40;1 665,40
INDERØY ARBEIDERPARTI;17;1756;Kommuneparti;1158;33,2;10;2014;1 306,00;13 872,84;15 178,84
Inderøy Høyre;17;1756;Kommuneparti;371;10,6;3;2014;1 306,00;4 444,58;5 750,58
Inderøy KrF;17;1756;Kommuneparti;149;4,3;1;2014;1 306,00;1 785,02;3 091,02
Inderøy Senterparti;17;1756;Kommuneparti;1388;39,8;13;2014;1 306,00;16 628,24;17 934,24
Inderøy Sv;17;1756;Kommuneparti;199;5,7;2;2014;1 306,00;2 384,02;3 690,02
NORDLAND ARBEIDERPARTI;18;1800;Fylkesparti;36341;35,6;20;2014;47 639,00;1 011 370,03;1 059 009,03
AUF i Nordland;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;319 437,39;319 437,39
NORDLAND FRP;18;1800;Fylkesparti;15542;15,2;8;2014;47 639,00;432 533,86;480 172,86
NORDLAND FREMSKRITTSPARTIETS UNGDOM;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;136 614,18;136 614,18
NORDLAND HØYRE;18;1800;Fylkesparti;21731;21,3;12;2014;47 639,00;604 773,73;652 412,73
NORDLAND UNGE HØYRE;18;1800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;191 015,49;191 015,49
